<S> <S>+BSTag
"Hadi,	<unk>
kobaylar	kobay <n> <D_lA> <v> <t_aor> <3p>
kobaylar	kobay <n> <3p>
kobaylar	kobay <n> <pl>
kobaylar	kobay <n> <pl> <3s>
kobaylar	kobay <n> <pl> <3p>
bitti!"	bit <n> <cpl_di> <3p>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sonraki	<unk>
tanığın	tanık <n> <p2s> <3s>
tanığın	tanık <n> <p2s> <3p>
tanığın	tanık <n> <gen>
tanığın	tanık <n> <gen> <3s>
tanığın	tanık <n> <gen> <3p>
nasıl	nasıl <adv> <Dan_0> <n>
nasıl	nasıl <adv> <Dan_0> <n> <3s>
nasıl	nasıl <adv> <Dan_0> <n> <3p>
biri	biri <n> <3s>
biri	biri <n> <3p>
biri	bir <adj> <Djn_0> <n> <p3s>
biri	bir <adj> <Djn_0> <n> <p3s> <3s>
biri	bir <adj> <Djn_0> <n> <p3s> <3p>
biri	bir <adj> <Djn_0> <n> <acc>
biri	bir <adj> <Djn_0> <n> <acc> <3s>
biri	bir <adj> <Djn_0> <n> <acc> <3p>
biri	bir <num> <Dmn_0> <n> <p3s>
biri	bir <num> <Dmn_0> <n> <p3s> <3s>
biri	bir <num> <Dmn_0> <n> <p3s> <3p>
biri	bir <num> <Dmn_0> <n> <acc>
biri	bir <num> <Dmn_0> <n> <acc> <3s>
biri	bir <num> <Dmn_0> <n> <acc> <3p>
olacağını	ol <v> <vn_acak> <p2s> <acc> <3s>
olacağını	ol <v> <vn_acak> <p2s> <acc> <3p>
olacağını	ol <v> <vn_acak> <p3s> <acc>
olacağını	ol <v> <vn_acak> <p3s> <acc> <3s>
olacağını	ol <v> <vn_acak> <p3s> <acc> <3p>
olacağını	ol <v> <part_acak> <p2s> <acc>
olacağını	ol <v> <part_acak> <p2s> <acc> <3s>
olacağını	ol <v> <part_acak> <p2s> <acc> <3p>
olacağını	ol <v> <part_acak> <p3s> <acc>
olacağını	ol <v> <part_acak> <p3s> <acc> <3s>
olacağını	ol <v> <part_acak> <p3s> <acc> <3p>
görmek	gör <v> <vn_mak> <3s>
görmek	gör <v> <vn_mak> <3p>
görmek	gör <v> <vinf>
görmek	gör <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
meraklı	merak <n> <D_lI> <adj> <Djn_0> <n>
meraklı	merak <n> <D_lI> <adj> <Djn_0> <n> <3s>
meraklı	merak <n> <D_lI> <adj> <Djn_0> <n> <3p>
meraklı	merak <n> <D_lI> <n>
meraklı	merak <n> <D_lI> <n> <3s>
meraklı	merak <n> <D_lI> <n> <3p>
hissederek	<unk>
Beyaz	beyaz <n> <3s>
Beyaz	beyaz <n> <3p>
Tavşan’ı	<unk>
listeyi	liste <n> <acc> <3s>
listeyi	liste <n> <acc> <3p>
karıştırırken	karış <v> <caus> <t_aor> <3p> <cpl_ken>
izledi,	izle <v> <t_past> <3p>
izledi,	iz <n> <D_lA> <v> <t_past> <3s>
izledi,	iz <n> <D_lA> <v> <t_past> <3p>
“çünkü	<unk>
henüz	henüz <adv> <Dan_0> <n>
henüz	henüz <adv> <Dan_0> <n> <3s>
henüz	henüz <adv> <Dan_0> <n> <3p>
henüz	henüz <n>
henüz	henüz <n> <3s>
henüz	henüz <n> <3p>
pek	pek <adj> <Djn_0> <n>
pek	pek <adj> <Djn_0> <n> <3s>
pek	pek <adj> <Djn_0> <n> <3p>
pek	pek <adv>
pek	pek <adv> <Dan_0> <n>
pek	pek <adv> <Dan_0> <n> <3s>
pek	pek <adv> <Dan_0> <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
kanıtları	kanıt <n> <pl> <p3s> <3s>
kanıtları	kanıt <n> <pl> <p3s> <3p>
kanıtları	kanıt <n> <pl> <acc>
kanıtları	kanıt <n> <pl> <acc> <3s>
kanıtları	kanıt <n> <pl> <acc> <3p>
kanıtları	kanıt <n> <p3p>
kanıtları	kanıt <n> <p3p> <3s>
kanıtları	kanıt <n> <p3p> <3p>
yok,”	<unk>
dedi	de <v> <t_past> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine.	kendi <n> <p2s> <dat> <3s>
kendine.	kendi <n> <p2s> <dat> <3p>
kendine.	kendi <prn> <p2s> <dat>
kendine.	kendi <prn> <p2s> <dat> <3s>
kendine.	kendi <prn> <p2s> <dat> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Beyaz	beyaz <n> <3s>
Beyaz	beyaz <n> <3p>
Tavşan,	tavşan <n> <3s>
Tavşan,	tavşan <n> <3p>
tiz	tiz <n> <3s>
tiz	tiz <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
sesinin	ses <n> <p2s> <gen> <3s>
sesinin	ses <n> <p2s> <gen> <3p>
sesinin	ses <n> <p3s> <gen>
sesinin	ses <n> <p3s> <gen> <3s>
sesinin	ses <n> <p3s> <gen> <3p>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
tepesinde,	tepe <n> <p3s> <loc> <3s>
tepesinde,	tepe <n> <p3s> <loc> <3p>
“Alice!”	<unk>
adını	ad <n> <p2s> <acc> <3s>
adını	ad <n> <p2s> <acc> <3p>
adını	ad <n> <p3s> <acc>
adını	ad <n> <p3s> <acc> <3s>
adını	ad <n> <p3s> <acc> <3p>
okuduğunda,	oku <v> <vn_dik> <p2s> <loc> <3s>
okuduğunda,	oku <v> <vn_dik> <p2s> <loc> <3p>
okuduğunda,	oku <v> <vn_dik> <p3s> <loc>
okuduğunda,	oku <v> <vn_dik> <p3s> <loc> <3s>
okuduğunda,	oku <v> <vn_dik> <p3s> <loc> <3p>
okuduğunda,	oku <v> <part_dik> <p2s> <loc>
okuduğunda,	oku <v> <part_dik> <p2s> <loc> <3s>
okuduğunda,	oku <v> <part_dik> <p2s> <loc> <3p>
okuduğunda,	oku <v> <part_dik> <p3s> <loc>
okuduğunda,	oku <v> <part_dik> <p3s> <loc> <3s>
okuduğunda,	oku <v> <part_dik> <p3s> <loc> <3p>
okuduğunda,	oku <v> <cv_dik> <p3s> <loc>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
şaşkınlığını	şaşkın <n> <D_lIK> <n> <p2s> <acc> <3s>
şaşkınlığını	şaşkın <n> <D_lIK> <n> <p2s> <acc> <3p>
şaşkınlığını	şaşkın <n> <D_lIK> <n> <p3s> <acc>
şaşkınlığını	şaşkın <n> <D_lIK> <n> <p3s> <acc> <3s>
şaşkınlığını	şaşkın <n> <D_lIK> <n> <p3s> <acc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
düşünün!	düşünü <n> <p2s> <3s>
düşünün!	düşünü <n> <p2s> <3p>
düşünün!	düşün <n> <p2s>
düşünün!	düşün <n> <p2s> <3s>
düşünün!	düşün <n> <p2s> <3p>
düşünün!	düşün <n> <gen>
düşünün!	düşün <n> <gen> <3s>
düşünün!	düşün <n> <gen> <3p>
düşünün!	düşün <v> <t_imp> <2p>
düşünün!	düş <n> <p2s> <gen>
düşünün!	düş <n> <p2s> <gen> <3s>
düşünün!	düş <n> <p2s> <gen> <3p>
düşünün!	düş <n> <p3s> <gen>
düşünün!	düş <n> <p3s> <gen> <3s>
düşünün!	düş <n> <p3s> <gen> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
BÖLÜM	bölüm <n> <3s>
BÖLÜM	bölüm <n> <3p>
BÖLÜM	bölü <n> <p1s>
BÖLÜM	bölü <n> <p1s> <3s>
BÖLÜM	bölü <n> <p1s> <3p>
XII.	<unk>
</S> </S>+ESTag
