<S> <S>+BSTag
"O	o <prn> <pers> <3s>
"O	o <prn> <pers> <3p>
imkansızdı.	imkan <n> <Dnn_siz> <adj> <Djn_0> <n> <3p> <cpl_di>
imkansızdı.	imkan <n> <Dnn_siz> <adv> <Dan_0> <n> <cpl_di> <3s>
imkansızdı.	imkan <n> <Dnn_siz> <adv> <Dan_0> <n> <cpl_di> <3p>
imkansızdı.	imkan <n> <Dnn_siz> <adv> <Dan_0> <n> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Ah,	ah <n> <3s>
"Ah,	ah <n> <3p>
"Ah,	ah <ij>
lütfen	lütfen <adv> <Dan_0> <n>
lütfen	lütfen <adv> <Dan_0> <n> <3s>
lütfen	lütfen <adv> <Dan_0> <n> <3p>
lütfen	lütfen <n>
lütfen	lütfen <n> <3s>
lütfen	lütfen <n> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
yaptığınıza	yap <v> <part_dik> <p2p> <dat> <3s>
yaptığınıza	yap <v> <part_dik> <p2p> <dat> <3p>
dikkat	dikkat <n> <3s>
dikkat	dikkat <n> <3p>
edin!"	edin <v> <t_imp> <3p>
edin!"	et <v> <t_imp> <2p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
bağırdı	bağır <n> <cpl_di> <3p>
bağırdı	bağır <n> <3p> <cpl_di>
bağırdı	bağır <v> <t_past> <3s>
bağırdı	bağır <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
dehşet	dehşet <n> <3s>
dehşet	dehşet <n> <3p>
içinde	içinde <adv> <Dan_0> <n>
içinde	içinde <adv> <Dan_0> <n> <3s>
içinde	içinde <adv> <Dan_0> <n> <3p>
içinde	iç <adj> <Djn_0> <n> <p2s> <loc>
içinde	iç <adj> <Djn_0> <n> <p2s> <loc> <3s>
içinde	iç <adj> <Djn_0> <n> <p2s> <loc> <3p>
içinde	iç <adj> <Djn_0> <n> <p3s> <loc>
içinde	iç <adj> <Djn_0> <n> <p3s> <loc> <3s>
içinde	iç <adj> <Djn_0> <n> <p3s> <loc> <3p>
içinde	iç <n> <p2s> <loc>
içinde	iç <n> <p2s> <loc> <3s>
içinde	iç <n> <p2s> <loc> <3p>
içinde	iç <n> <p3s> <loc>
içinde	iç <n> <p3s> <loc> <3s>
içinde	iç <n> <p3s> <loc> <3p>
zıplayarak.	zıp <n> <D_lA> <v> <cv_erek>
</S> </S>+ESTag
<S> <S>+BSTag
"Ah,	ah <n> <3s>
"Ah,	ah <n> <3p>
"Ah,	ah <ij>
işte	işte <adv> <Dan_0> <n>
işte	işte <adv> <Dan_0> <n> <3s>
işte	işte <adv> <Dan_0> <n> <3p>
işte	işte <cnjadv>
işte	iş <n> <loc>
işte	iş <n> <loc> <3s>
işte	iş <n> <loc> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
değerli	değer <n> <D_lI> <adj> <Djn_0> <n>
değerli	değer <n> <D_lI> <adj> <Djn_0> <n> <3s>
değerli	değer <n> <D_lI> <adj> <Djn_0> <n> <3p>
değerli	değer <n> <D_lI> <n>
değerli	değer <n> <D_lI> <n> <3s>
değerli	değer <n> <D_lI> <n> <3p>
burnu	burun <n> <p3s> <3s>
burnu	burun <n> <p3s> <3p>
burnu	burun <n> <acc>
burnu	burun <n> <acc> <3s>
burnu	burun <n> <acc> <3p>
gidiyor!"	git <v> <t_cont> <3p>
gidiyor!"	git <v> <cv_iyor>
"Herkes	herkes <n> <3s>
"Herkes	herkes <n> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
işine	iş <n> <p2s> <dat> <3s>
işine	iş <n> <p2s> <dat> <3p>
işine	iş <n> <p3s> <dat>
işine	iş <n> <p3s> <dat> <3s>
işine	iş <n> <p3s> <dat> <3p>
baksa,"	bak <v> <t_cond> <3p>
dedi	de <v> <t_past> <3p>
Düşes	düşes <n> <3s>
Düşes	düşes <n> <3p>
kısık	kısık <n> <3s>
kısık	kısık <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
homurtuyla,	homurtu <n> <ins> <3s>
homurtuyla,	homurtu <n> <ins> <3p>
"dünya	dünya <n> <3s>
"dünya	dünya <n> <3p>
olduğundan	ol <v> <vn_dik> <p2s> <abl> <3s>
olduğundan	ol <v> <vn_dik> <p2s> <abl> <3p>
olduğundan	ol <v> <vn_dik> <p3s> <abl>
olduğundan	ol <v> <vn_dik> <p3s> <abl> <3s>
olduğundan	ol <v> <vn_dik> <p3s> <abl> <3p>
olduğundan	ol <v> <part_dik> <p2s> <abl>
olduğundan	ol <v> <part_dik> <p2s> <abl> <3s>
olduğundan	ol <v> <part_dik> <p2s> <abl> <3p>
olduğundan	ol <v> <part_dik> <p3s> <abl>
olduğundan	ol <v> <part_dik> <p3s> <abl> <3s>
olduğundan	ol <v> <part_dik> <p3s> <abl> <3p>
olduğundan	ol <v> <cv_dik> <p3s> <abl>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
hızlı	hızlı <adj> <Djn_0> <n>
hızlı	hızlı <adj> <Djn_0> <n> <3s>
hızlı	hızlı <adj> <Djn_0> <n> <3p>
hızlı	hızlı <adv>
hızlı	hızlı <adv> <Dan_0> <n>
hızlı	hızlı <adv> <Dan_0> <n> <3s>
hızlı	hızlı <adv> <Dan_0> <n> <3p>
hızlı	hız <n> <D_lI> <adj>
hızlı	hız <n> <D_lI> <adj> <Djn_0> <n>
hızlı	hız <n> <D_lI> <adj> <Djn_0> <n> <3s>
hızlı	hız <n> <D_lI> <adj> <Djn_0> <n> <3p>
hızlı	hız <n> <D_lI> <n>
hızlı	hız <n> <D_lI> <n> <3s>
hızlı	hız <n> <D_lI> <n> <3p>
dönerdi."	döner <adj> <Djn_0> <n> <cpl_di> <3p>
dönerdi."	döner <adj> <Djn_0> <n> <3p> <cpl_di>
dönerdi."	döner <n> <cpl_di> <3s>
dönerdi."	döner <n> <cpl_di> <3p>
dönerdi."	döner <n> <3p> <cpl_di>
dönerdi."	dön <v> <t_aor> <cpl_di> <3s>
dönerdi."	dön <v> <t_aor> <cpl_di> <3p>
dönerdi."	dön <v> <t_aor> <3p> <cpl_di>
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
avantaj	avantaj <n> <3s>
avantaj	avantaj <n> <3p>
olmaz,"	ol <v> <neg> <t_aor> <3p>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
bilgisini	bilgi <n> <p3s> <acc> <3s>
bilgisini	bilgi <n> <p3s> <acc> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
sergileme	sergile <v> <D_mA> <n> <3s>
sergileme	sergile <v> <D_mA> <n> <3p>
sergileme	sergile <v> <neg> <t_imp> <2s>
sergileme	sergile <v> <neg> <t_imp> <3p>
sergileme	sergile <v> <vn_ma>
sergileme	sergile <v> <vn_ma> <3s>
sergileme	sergile <v> <vn_ma> <3p>
sergileme	sergile <v> <cv_ma>
sergileme	sergi <n> <D_lA> <v> <D_mA> <n>
sergileme	sergi <n> <D_lA> <v> <D_mA> <n> <3s>
sergileme	sergi <n> <D_lA> <v> <D_mA> <n> <3p>
sergileme	sergi <n> <D_lA> <v> <neg> <t_imp> <2s>
sergileme	sergi <n> <D_lA> <v> <neg> <t_imp> <3p>
sergileme	sergi <n> <D_lA> <v> <vn_ma>
sergileme	sergi <n> <D_lA> <v> <vn_ma> <3s>
sergileme	sergi <n> <D_lA> <v> <vn_ma> <3p>
sergileme	sergi <n> <D_lA> <v> <cv_ma>
fırsatı	fırsat <n> <p3s> <3s>
fırsatı	fırsat <n> <p3s> <3p>
fırsatı	fırsat <n> <acc>
fırsatı	fırsat <n> <acc> <3s>
fırsatı	fırsat <n> <acc> <3p>
bulduğu	bul <v> <vn_dik> <p3s> <3s>
bulduğu	bul <v> <vn_dik> <p3s> <3p>
bulduğu	bul <v> <vn_dik> <acc>
bulduğu	bul <v> <vn_dik> <acc> <3s>
bulduğu	bul <v> <vn_dik> <acc> <3p>
bulduğu	bul <v> <part_dik> <p3s>
bulduğu	bul <v> <part_dik> <p3s> <3s>
bulduğu	bul <v> <part_dik> <p3s> <3p>
bulduğu	bul <v> <part_dik> <acc>
bulduğu	bul <v> <part_dik> <acc> <3s>
bulduğu	bul <v> <part_dik> <acc> <3p>
bulduğu	bul <v> <cv_dik> <p3s>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
memnun	memnun <n> <3s>
memnun	memnun <n> <3p>
hissetti.	hisset <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Geceyle	gece <n> <ins> <3s>
"Geceyle	gece <n> <ins> <3p>
gündüzün	gündüzün <adv> <Dan_0> <n>
gündüzün	gündüzün <adv> <Dan_0> <n> <3s>
gündüzün	gündüzün <adv> <Dan_0> <n> <3p>
gündüzün	gündüz <n> <p2s>
gündüzün	gündüz <n> <p2s> <3s>
gündüzün	gündüz <n> <p2s> <3p>
gündüzün	gündüz <n> <gen>
gündüzün	gündüz <n> <gen> <3s>
gündüzün	gündüz <n> <gen> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
işe	işe <v> <t_imp> <3p>
işe	iş <n> <dat>
işe	iş <n> <dat> <3s>
işe	iş <n> <dat> <3p>
yarayacağını	yara <v> <vn_acak> <p2s> <acc> <3s>
yarayacağını	yara <v> <vn_acak> <p2s> <acc> <3p>
yarayacağını	yara <v> <vn_acak> <p3s> <acc>
yarayacağını	yara <v> <vn_acak> <p3s> <acc> <3s>
yarayacağını	yara <v> <vn_acak> <p3s> <acc> <3p>
yarayacağını	yara <v> <part_acak> <p2s> <acc>
yarayacağını	yara <v> <part_acak> <p2s> <acc> <3s>
yarayacağını	yara <v> <part_acak> <p2s> <acc> <3p>
yarayacağını	yara <v> <part_acak> <p3s> <acc>
yarayacağını	yara <v> <part_acak> <p3s> <acc> <3s>
yarayacağını	yara <v> <part_acak> <p3s> <acc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
düşün!	düşün <n> <3s>
düşün!	düşün <n> <3p>
düşün!	düşün <v> <t_imp> <2s>
düşün!	düşün <v> <t_imp> <3p>
düşün!	düş <n> <p2s>
düşün!	düş <n> <p2s> <3s>
düşün!	düş <n> <p2s> <3p>
düşün!	düş <n> <gen>
düşün!	düş <n> <gen> <3s>
düşün!	düş <n> <gen> <3p>
düşün!	düş <v> <t_imp> <2p>
</S> </S>+ESTag
<S> <S>+BSTag
Görüyorsunuz	<unk>
ya,	ya <cnjcoo>
ya,	ya <cnjadv>
dünyanın	dünya <n> <p2s> <gen> <3s>
dünyanın	dünya <n> <p2s> <gen> <3p>
dünyanın	dünya <n> <gen>
dünyanın	dünya <n> <gen> <3s>
dünyanın	dünya <n> <gen> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
ekseni	eksen <n> <p3s> <3s>
ekseni	eksen <n> <p3s> <3p>
ekseni	eksen <n> <acc>
ekseni	eksen <n> <acc> <3s>
ekseni	eksen <n> <acc> <3p>
etrafında	etraf <n> <p2s> <loc> <3s>
etrafında	etraf <n> <p2s> <loc> <3p>
etrafında	etraf <n> <p3s> <loc>
etrafında	etraf <n> <p3s> <loc> <3s>
etrafında	etraf <n> <p3s> <loc> <3p>
dönmesi	dönme <n> <p3s> <3s>
dönmesi	dönme <n> <p3s> <3p>
dönmesi	dön <v> <D_mA> <n> <p3s>
dönmesi	dön <v> <D_mA> <n> <p3s> <3s>
dönmesi	dön <v> <D_mA> <n> <p3s> <3p>
dönmesi	dön <v> <vn_ma> <p3s>
dönmesi	dön <v> <vn_ma> <p3s> <3s>
dönmesi	dön <v> <vn_ma> <p3s> <3p>
dönmesi	dön <v> <cv_ma> <p3s>
yirmi	yirmi <n> <3s>
yirmi	yirmi <n> <3p>
yirmi	yirmi <num>
yirmi	yirmi <num> <Dmn_0> <n>
yirmi	yirmi <num> <Dmn_0> <n> <3s>
yirmi	yirmi <num> <Dmn_0> <n> <3p>
dört	dört <n> <3s>
dört	dört <n> <3p>
dört	dört <num>
dört	dört <num> <Dmn_0> <n>
dört	dört <num> <Dmn_0> <n> <3s>
dört	dört <num> <Dmn_0> <n> <3p>
saat	saat <n> <3s>
saat	saat <n> <3p>
alır”	<unk>
"Baltalardan	balta <n> <pl> <abl> <3s>
"Baltalardan	balta <n> <pl> <abl> <3p>
söz	söz <n> <3s>
söz	söz <n> <3p>
açılmışken,"	aç <v> <pass> <t_narr> <3p> <cpl_ken>
dedi	de <v> <t_past> <3p>
Düşes,	düşes <n> <3s>
Düşes,	düşes <n> <3p>
"kafasını	kafa <n> <p3s> <acc> <3s>
"kafasını	kafa <n> <p3s> <acc> <3p>
uçurun!"	<unk>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
aşçının	aşçı <n> <p2s> <gen> <3s>
aşçının	aşçı <n> <p2s> <gen> <3p>
aşçının	aşçı <n> <gen>
aşçının	aşçı <n> <gen> <3s>
aşçının	aşçı <n> <gen> <3p>
aşçının	aş <n> <D_CI> <adj> <Djn_0> <n> <p2s> <gen>
aşçının	aş <n> <D_CI> <adj> <Djn_0> <n> <p2s> <gen> <3s>
aşçının	aş <n> <D_CI> <adj> <Djn_0> <n> <p2s> <gen> <3p>
aşçının	aş <n> <D_CI> <adj> <Djn_0> <n> <gen>
aşçının	aş <n> <D_CI> <adj> <Djn_0> <n> <gen> <3s>
aşçının	aş <n> <D_CI> <adj> <Djn_0> <n> <gen> <3p>
aşçının	aş <n> <D_CI> <n> <p2s> <gen>
aşçının	aş <n> <D_CI> <n> <p2s> <gen> <3s>
aşçının	aş <n> <D_CI> <n> <p2s> <gen> <3p>
aşçının	aş <n> <D_CI> <n> <gen>
aşçının	aş <n> <D_CI> <n> <gen> <3s>
aşçının	aş <n> <D_CI> <n> <gen> <3p>
aşçının	aş <v> <D_CI> <n> <p2s> <gen>
aşçının	aş <v> <D_CI> <n> <p2s> <gen> <3s>
aşçının	aş <v> <D_CI> <n> <p2s> <gen> <3p>
aşçının	aş <v> <D_CI> <n> <gen>
aşçının	aş <v> <D_CI> <n> <gen> <3s>
aşçının	aş <v> <D_CI> <n> <gen> <3p>
ipucunu	<unk>
alıp	<unk>
almayacağını	al <v> <neg> <vn_acak> <p2s> <acc> <3s>
almayacağını	al <v> <neg> <vn_acak> <p2s> <acc> <3p>
almayacağını	al <v> <neg> <vn_acak> <p3s> <acc>
almayacağını	al <v> <neg> <vn_acak> <p3s> <acc> <3s>
almayacağını	al <v> <neg> <vn_acak> <p3s> <acc> <3p>
almayacağını	al <v> <neg> <part_acak> <p2s> <acc>
almayacağını	al <v> <neg> <part_acak> <p2s> <acc> <3s>
almayacağını	al <v> <neg> <part_acak> <p2s> <acc> <3p>
almayacağını	al <v> <neg> <part_acak> <p3s> <acc>
almayacağını	al <v> <neg> <part_acak> <p3s> <acc> <3s>
almayacağını	al <v> <neg> <part_acak> <p3s> <acc> <3p>
görmek	gör <v> <vn_mak> <3s>
görmek	gör <v> <vn_mak> <3p>
görmek	gör <v> <vinf>
görmek	gör <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
oldukça	<unk>
endişeyle	endişe <n> <ins> <3s>
endişeyle	endişe <n> <ins> <3p>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
baktı;	bak <v> <t_past> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
aşçı	aşçı <n> <3s>
aşçı	aşçı <n> <3p>
aşçı	aş <n> <D_CI> <adj>
aşçı	aş <n> <D_CI> <adj> <Djn_0> <n>
aşçı	aş <n> <D_CI> <adj> <Djn_0> <n> <3s>
aşçı	aş <n> <D_CI> <adj> <Djn_0> <n> <3p>
aşçı	aş <n> <D_CI> <n>
aşçı	aş <n> <D_CI> <n> <3s>
aşçı	aş <n> <D_CI> <n> <3p>
aşçı	aş <v> <D_CI> <n>
aşçı	aş <v> <D_CI> <n> <3s>
aşçı	aş <v> <D_CI> <n> <3p>
çorbayı	çorba <n> <acc> <3s>
çorbayı	çorba <n> <acc> <3p>
harıl	<unk>
harıl	<unk>
karıştırıyordu	karış <v> <caus> <t_cont> <cpl_di> <3p>
karıştırıyordu	karış <v> <caus> <t_cont> <3p> <cpl_di>
ve	ve <cnjadv>
dinlemiyor	dinle <v> <neg> <t_cont> <3p>
dinlemiyor	dinle <v> <neg> <cv_iyor>
dinlemiyor	din <n> <D_lA> <v> <neg> <t_cont> <3s>
dinlemiyor	din <n> <D_lA> <v> <neg> <t_cont> <3p>
dinlemiyor	din <n> <D_lA> <v> <neg> <cv_iyor>
gibi	gibi <cnjsub>
görünüyordu,	görün <v> <t_cont> <cpl_di> <3p>
görünüyordu,	görün <v> <t_cont> <3p> <cpl_di>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
yüzden	yüzde <n> <p2s> <3s>
yüzden	yüzde <n> <p2s> <3p>
yüzden	yüz <n> <abl>
yüzden	yüz <n> <abl> <3s>
yüzden	yüz <n> <abl> <3p>
yüzden	yüz <v> <cv_dan>
yüzden	yüz <num> <Dmn_0> <n> <abl>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3s>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3p>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti:	et <n> <cpl_di> <3p>
etti:	et <n> <3p> <cpl_di>
etti:	et <v> <t_past> <3s>
etti:	et <v> <t_past> <3p>
"Yirmi	yirmi <n> <3s>
"Yirmi	yirmi <n> <3p>
"Yirmi	yirmi <num>
"Yirmi	yirmi <num> <Dmn_0> <n>
"Yirmi	yirmi <num> <Dmn_0> <n> <3s>
"Yirmi	yirmi <num> <Dmn_0> <n> <3p>
dört	dört <n> <3s>
dört	dört <n> <3p>
dört	dört <num>
dört	dört <num> <Dmn_0> <n>
dört	dört <num> <Dmn_0> <n> <3s>
dört	dört <num> <Dmn_0> <n> <3p>
saat,	saat <n> <3s>
saat,	saat <n> <3p>
sanırım;	<unk>
yoksa	yok <adj> <Djn_0> <n> <cpl_sa> <3p>
yoksa	yok <adj> <Djn_0> <n> <3p> <cpl_sa>
yoksa	yok <adv> <Dan_0> <n> <cpl_sa> <3s>
yoksa	yok <adv> <Dan_0> <n> <cpl_sa> <3p>
yoksa	yok <adv> <Dan_0> <n> <3p> <cpl_sa>
yoksa	yok <nexist> <cpl_sa> <3s>
yoksa	yok <nexist> <cpl_sa> <3p>
yoksa	yok <nexist> <3p> <cpl_sa>
on	on <n> <3s>
on	on <n> <3p>
on	on <v> <t_imp> <2s>
on	on <v> <t_imp> <3p>
on	on <num>
on	on <num> <Dmn_0> <n>
on	on <num> <Dmn_0> <n> <3s>
on	on <num> <Dmn_0> <n> <3p>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
mi?	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Ben"	ben <prn> <pers> <3s>
Ben"	ben <prn> <pers> <3p>
"Oh,	<unk>
beni	ben <prn> <pers> <p3s> <3s>
beni	ben <prn> <pers> <p3s> <3p>
beni	ben <prn> <pers> <acc>
beni	ben <prn> <pers> <acc> <3s>
beni	ben <prn> <pers> <acc> <3p>
rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adj> <Djn_0> <n>
rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adj> <Djn_0> <n> <3s>
rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adj> <Djn_0> <n> <3p>
rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv>
rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv> <Dan_0> <n>
rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv> <Dan_0> <n> <3s>
rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv> <Dan_0> <n> <3p>
etme,"	et <v> <D_mA> <n> <3s>
etme,"	et <v> <D_mA> <n> <3p>
etme,"	et <v> <neg> <t_imp> <2s>
etme,"	et <v> <neg> <t_imp> <3p>
etme,"	et <v> <vn_ma>
etme,"	et <v> <vn_ma> <3s>
etme,"	et <v> <vn_ma> <3p>
etme,"	et <v> <cv_ma>
dedi	de <v> <t_past> <3p>
Düşes;	düşes <n> <3s>
Düşes;	düşes <n> <3p>
"Rakamlara	rakam <n> <pl> <dat> <3s>
"Rakamlara	rakam <n> <pl> <dat> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
tahammül	tahammül <n> <3s>
tahammül	tahammül <n> <3p>
edemedim!"	<unk>
Ve	ve <cnjadv>
bununla	bun <n> <p2s> <ins> <3s>
bununla	bun <n> <p2s> <ins> <3p>
bununla	bu <prn> <dem> <p2s> <ins>
bununla	bu <prn> <dem> <p2s> <ins> <3s>
bununla	bu <prn> <dem> <p2s> <ins> <3p>
çocuğunu	çocuk <n> <p2s> <acc> <3s>
çocuğunu	çocuk <n> <p2s> <acc> <3p>
çocuğunu	çocuk <n> <p3s> <acc>
çocuğunu	çocuk <n> <p3s> <acc> <3s>
çocuğunu	çocuk <n> <p3s> <acc> <3p>
yeniden	yeniden <adv> <Dan_0> <n>
yeniden	yeniden <adv> <Dan_0> <n> <3s>
yeniden	yeniden <adv> <Dan_0> <n> <3p>
yeniden	yeni <adj> <Djn_0> <n> <abl>
yeniden	yeni <adj> <Djn_0> <n> <abl> <3s>
yeniden	yeni <adj> <Djn_0> <n> <abl> <3p>
emzirmeye	emzir <v> <D_mA> <n> <dat> <3s>
emzirmeye	emzir <v> <D_mA> <n> <dat> <3p>
emzirmeye	emzir <v> <neg> <t_opt> <3s>
emzirmeye	emzir <v> <neg> <t_opt> <3p>
emzirmeye	emzir <v> <vn_ma> <dat>
emzirmeye	emzir <v> <vn_ma> <dat> <3s>
emzirmeye	emzir <v> <vn_ma> <dat> <3p>
emzirmeye	emzir <v> <vn_mak> <dat>
emzirmeye	emzir <v> <vn_mak> <dat> <3s>
emzirmeye	emzir <v> <vn_mak> <dat> <3p>
emzirmeye	emzir <v> <vinf> <dat>
başladı,	baş <n> <D_lA> <v> <t_past> <3p>
bunu	bun <n> <p3s> <3s>
bunu	bun <n> <p3s> <3p>
bunu	bun <n> <acc>
bunu	bun <n> <acc> <3s>
