<S> <S>+BSTag
Ve	ve <cnjadv>
Kimim	kimi <adv> <Dan_0> <n> <p1s> <3p>
Kimim	kim <prn> <qst> <1s>
Kimim	kim <prn> <qst> <p1s>
Kimim	kim <prn> <qst> <p1s> <3s>
Kimim	kim <prn> <qst> <p1s> <3p>
ben?	ben <prn> <pers> <3s>
ben?	ben <prn> <pers> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Ah,	ah <n> <3s>
Ah,	ah <n> <3p>
Ah,	ah <ij>
işte	işte <adv> <Dan_0> <n>
işte	işte <adv> <Dan_0> <n> <3s>
işte	işte <adv> <Dan_0> <n> <3p>
işte	işte <cnjadv>
işte	iş <n> <loc>
işte	iş <n> <loc> <3s>
işte	iş <n> <loc> <3p>
asıl	asıl <n> <3s>
asıl	asıl <n> <3p>
asıl	asıl <v> <t_imp> <2s>
asıl	asıl <v> <t_imp> <3p>
asıl	as <v> <pass> <t_imp> <2s>
asıl	as <v> <pass> <t_imp> <3p>
bilmece	bilmece <n> <3s>
bilmece	bilmece <n> <3p>
bilmece	bil <v> <D_mA> <n> <D_CA> <adj>
bilmece	bil <v> <D_mA> <n> <D_CA> <adj> <Djn_0> <n>
bilmece	bil <v> <D_mA> <n> <D_CA> <adj> <Djn_0> <n> <3s>
bilmece	bil <v> <D_mA> <n> <D_CA> <adj> <Djn_0> <n> <3p>
bilmece	bil <v> <D_mA> <n> <D_CA> <adv>
bilmece	bil <v> <D_mA> <n> <D_CA> <adv> <Dan_0> <n>
bilmece	bil <v> <D_mA> <n> <D_CA> <adv> <Dan_0> <n> <3s>
bilmece	bil <v> <D_mA> <n> <D_CA> <adv> <Dan_0> <n> <3p>
bilmece	bil <v> <D_mA> <n> <D_CA> <n>
bilmece	bil <v> <D_mA> <n> <D_CA> <n> <3s>
bilmece	bil <v> <D_mA> <n> <D_CA> <n> <3p>
bu!”	<unk>
Kendi	kendi <n> <3s>
Kendi	kendi <n> <3p>
Kendi	kendi <prn>
Kendi	kendi <prn> <3s>
Kendi	kendi <prn> <3p>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <pl> <p2s> <abl> <3s>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <pl> <p2s> <abl> <3p>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <pl> <p3s> <abl>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <pl> <p3s> <abl> <3s>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <pl> <p3s> <abl> <3p>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <p3p> <abl>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <p3p> <abl> <3s>
yaşıtlarından	yaşıt <adj> <Djn_0> <n> <p3p> <abl> <3p>
yaşıtlarından	yaşıt <n> <pl> <p2s> <abl>
yaşıtlarından	yaşıt <n> <pl> <p2s> <abl> <3s>
yaşıtlarından	yaşıt <n> <pl> <p2s> <abl> <3p>
yaşıtlarından	yaşıt <n> <pl> <p3s> <abl>
yaşıtlarından	yaşıt <n> <pl> <p3s> <abl> <3s>
yaşıtlarından	yaşıt <n> <pl> <p3s> <abl> <3p>
yaşıtlarından	yaşıt <n> <p3p> <abl>
yaşıtlarından	yaşıt <n> <p3p> <abl> <3s>
yaşıtlarından	yaşıt <n> <p3p> <abl> <3p>
tanıdığı	tanıdık <adj> <Djn_0> <n> <p3s> <3s>
tanıdığı	tanıdık <adj> <Djn_0> <n> <p3s> <3p>
tanıdığı	tanıdık <adj> <Djn_0> <n> <acc>
tanıdığı	tanıdık <adj> <Djn_0> <n> <acc> <3s>
tanıdığı	tanıdık <adj> <Djn_0> <n> <acc> <3p>
tanıdığı	tanı <v> <vn_dik> <p3s>
tanıdığı	tanı <v> <vn_dik> <p3s> <3s>
tanıdığı	tanı <v> <vn_dik> <p3s> <3p>
tanıdığı	tanı <v> <vn_dik> <acc>
tanıdığı	tanı <v> <vn_dik> <acc> <3s>
tanıdığı	tanı <v> <vn_dik> <acc> <3p>
tanıdığı	tanı <v> <part_dik> <p3s>
tanıdığı	tanı <v> <part_dik> <p3s> <3s>
tanıdığı	tanı <v> <part_dik> <p3s> <3p>
tanıdığı	tanı <v> <part_dik> <acc>
tanıdığı	tanı <v> <part_dik> <acc> <3s>
tanıdığı	tanı <v> <part_dik> <acc> <3p>
tanıdığı	tanı <v> <cv_dik> <p3s>
bütün	bütün <adj> <Djn_0> <n>
bütün	bütün <adj> <Djn_0> <n> <3s>
bütün	bütün <adj> <Djn_0> <n> <3p>
bütün	bütün <det>
çocukları	çocuk <n> <pl> <p3s> <3s>
çocukları	çocuk <n> <pl> <p3s> <3p>
çocukları	çocuk <n> <pl> <acc>
çocukları	çocuk <n> <pl> <acc> <3s>
çocukları	çocuk <n> <pl> <acc> <3p>
çocukları	çocuk <n> <p3p>
çocukları	çocuk <n> <p3p> <3s>
çocukları	çocuk <n> <p3p> <3p>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3s>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3p>
düşünmeye	düşün <v> <neg> <t_opt> <3s>
düşünmeye	düşün <v> <neg> <t_opt> <3p>
düşünmeye	düşün <v> <vn_ma> <dat>
düşünmeye	düşün <v> <vn_ma> <dat> <3s>
düşünmeye	düşün <v> <vn_ma> <dat> <3p>
düşünmeye	düşün <v> <vn_mak> <dat>
düşünmeye	düşün <v> <vn_mak> <dat> <3s>
düşünmeye	düşün <v> <vn_mak> <dat> <3p>
düşünmeye	düşün <v> <vinf> <dat>
başladı,	baş <n> <D_lA> <v> <t_past> <3p>
acaba	acaba <adv> <Dan_0> <n>
acaba	acaba <adv> <Dan_0> <n> <3s>
acaba	acaba <adv> <Dan_0> <n> <3p>
acaba	acaba <n>
acaba	acaba <n> <3s>
acaba	acaba <n> <3p>
onlardan	onlar <prn> <pers> <abl> <3s>
onlardan	onlar <prn> <pers> <abl> <3p>
onlardan	on <n> <pl> <abl>
onlardan	on <n> <pl> <abl> <3s>
onlardan	on <n> <pl> <abl> <3p>
onlardan	on <num> <Dmn_0> <n> <pl> <abl>
onlardan	on <num> <Dmn_0> <n> <pl> <abl> <3s>
onlardan	on <num> <Dmn_0> <n> <pl> <abl> <3p>
onlardan	o <prn> <pers> <pl> <abl>
onlardan	o <prn> <pers> <pl> <abl> <3s>
onlardan	o <prn> <pers> <pl> <abl> <3p>
biri	biri <n> <3s>
biri	biri <n> <3p>
biri	bir <adj> <Djn_0> <n> <p3s>
biri	bir <adj> <Djn_0> <n> <p3s> <3s>
biri	bir <adj> <Djn_0> <n> <p3s> <3p>
biri	bir <adj> <Djn_0> <n> <acc>
biri	bir <adj> <Djn_0> <n> <acc> <3s>
biri	bir <adj> <Djn_0> <n> <acc> <3p>
biri	bir <num> <Dmn_0> <n> <p3s>
biri	bir <num> <Dmn_0> <n> <p3s> <3s>
biri	bir <num> <Dmn_0> <n> <p3s> <3p>
biri	bir <num> <Dmn_0> <n> <acc>
biri	bir <num> <Dmn_0> <n> <acc> <3s>
biri	bir <num> <Dmn_0> <n> <acc> <3p>
mi	<unk>
değişti?	değiş <v> <t_past> <3p>
değişti?	değ <v> <D_yIS> <n> <cpl_di> <3s>
değişti?	değ <v> <D_yIS> <n> <cpl_di> <3p>
değişti?	değ <v> <D_yIS> <n> <3p> <cpl_di>
değişti?	değ <v> <vn_yis> <cpl_di> <3s>
değişti?	değ <v> <vn_yis> <cpl_di> <3p>
değişti?	değ <v> <vn_yis> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
“Eminim	<unk>
ki	ki <cnjadv>
Ada	ada <n> <3s>
Ada	ada <n> <3p>
Ada	ada <v> <t_imp> <2s>
Ada	ada <v> <t_imp> <3p>
Ada	ad <n> <dat>
Ada	ad <n> <dat> <3s>
Ada	ad <n> <dat> <3p>
değilim,”	<unk>
dedi,	de <v> <t_past> <3p>
“çünkü	<unk>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
saçları	saç <n> <pl> <p3s> <3s>
saçları	saç <n> <pl> <p3s> <3p>
saçları	saç <n> <pl> <acc>
saçları	saç <n> <pl> <acc> <3s>
saçları	saç <n> <pl> <acc> <3p>
saçları	saç <n> <p3p>
saçları	saç <n> <p3p> <3s>
saçları	saç <n> <p3p> <3p>
uzun	uzun <adj> <Djn_0> <n>
uzun	uzun <adj> <Djn_0> <n> <3s>
uzun	uzun <adj> <Djn_0> <n> <3p>
uzun	uz <n> <p2s>
uzun	uz <n> <p2s> <3s>
uzun	uz <n> <p2s> <3p>
uzun	uz <n> <gen>
uzun	uz <n> <gen> <3s>
uzun	uz <n> <gen> <3p>
buklelerle	bukle <n> <pl> <ins> <3s>
buklelerle	bukle <n> <pl> <ins> <3p>
kaplı,	kap <n> <D_lI> <adj> <Djn_0> <n>
kaplı,	kap <n> <D_lI> <adj> <Djn_0> <n> <3s>
kaplı,	kap <n> <D_lI> <adj> <Djn_0> <n> <3p>
kaplı,	kap <n> <D_lI> <n>
kaplı,	kap <n> <D_lI> <n> <3s>
kaplı,	kap <n> <D_lI> <n> <3p>
benimki	benimki <adj> <Djn_0> <n>
benimki	benimki <adj> <Djn_0> <n> <3s>
benimki	benimki <adj> <Djn_0> <n> <3p>
benimki	benimki <prn>
benimki	benimki <prn> <3s>
benimki	benimki <prn> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
öyle	öyle <adj> <Djn_0> <n>
öyle	öyle <adj> <Djn_0> <n> <3s>
öyle	öyle <adj> <Djn_0> <n> <3p>
öyle	öyle <adv>
öyle	öyle <adv> <Dan_0> <n>
öyle	öyle <adv> <Dan_0> <n> <3s>
öyle	öyle <adv> <Dan_0> <n> <3p>
öyle	öyle <ij>
değil;	değil <not> <3p>
değil;	değ <v> <pass> <t_imp> <2s>
değil;	değ <v> <pass> <t_imp> <3p>
eminim	emin <n> <p1s>
eminim	emin <n> <p1s> <3s>
eminim	emin <n> <p1s> <3p>
eminim	em <n> <p2s> <1s>
eminim	em <n> <gen> <1s>
ki	ki <cnjadv>
Mabel	<unk>
olamam,	<unk>
çünkü	çünkü <cnjadv>
ben	ben <prn> <pers> <3s>
ben	ben <prn> <pers> <3p>
her	<unk>
şeyi	şey <n> <p3s> <3s>
şeyi	şey <n> <p3s> <3p>
şeyi	şey <n> <acc>
şeyi	şey <n> <acc> <3s>
şeyi	şey <n> <acc> <3p>
bilirim,	<unk>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
da	<unk>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
az	az <adj> <Djn_0> <n>
az	az <adj> <Djn_0> <n> <3s>
az	az <adj> <Djn_0> <n> <3p>
az	az <adv>
az	az <adv> <Dan_0> <n>
az	az <adv> <Dan_0> <n> <3s>
az	az <adv> <Dan_0> <n> <3p>
az	az <v> <t_imp> <2s>
az	az <v> <t_imp> <3p>
az	az <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
biliyor!	bila <v> <t_cont> <3p>
biliyor!	bila <v> <cv_iyor>
biliyor!	bil <v> <t_cont> <3s>
biliyor!	bil <v> <t_cont> <3p>
biliyor!	bil <v> <cv_iyor>
</S> </S>+ESTag
<S> <S>+BSTag
Hem	hem <adv> <Dan_0> <n>
Hem	hem <adv> <Dan_0> <n> <3s>
Hem	hem <adv> <Dan_0> <n> <3p>
Hem	hem <n>
Hem	hem <n> <3s>
Hem	hem <n> <3p>
Hem	hem <cnjcoo>
o,	o <prn> <pers> <3s>
o,	o <prn> <pers> <3p>
o,	o <ij>
o,	o <det>
o,	o <prn> <pers> <3s>
o,	o <prn> <pers> <3p>
o,	o <ij>
o,	o <det>
ben	ben <prn> <pers> <3s>
ben	ben <prn> <pers> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
benim.	ben <prn> <pers> <p1s>
benim.	ben <prn> <pers> <p1s> <3s>
benim.	ben <prn> <pers> <p1s> <3p>
</S> </S>+ESTag
