<S> <S>+BSTag
"Kafasını	kafa <n> <p3s> <acc> <3s>
"Kafasını	kafa <n> <p3s> <acc> <3p>
sonra	sonra <cnjadv>
rüya	rüya <n> <3s>
rüya	rüya <n> <3p>
görmeye	görme <adj> <Djn_0> <n> <dat> <3s>
görmeye	görme <adj> <Djn_0> <n> <dat> <3p>
görmeye	gör <v> <D_mA> <n> <dat>
görmeye	gör <v> <D_mA> <n> <dat> <3s>
görmeye	gör <v> <D_mA> <n> <dat> <3p>
görmeye	gör <v> <neg> <t_opt> <3s>
görmeye	gör <v> <neg> <t_opt> <3p>
görmeye	gör <v> <vn_ma> <dat>
görmeye	gör <v> <vn_ma> <dat> <3s>
görmeye	gör <v> <vn_ma> <dat> <3p>
görmeye	gör <v> <vn_mak> <dat>
görmeye	gör <v> <vn_mak> <dat> <3s>
görmeye	gör <v> <vn_mak> <dat> <3p>
görmeye	gör <v> <vinf> <dat>
başlayana	baş <n> <D_lA> <v> <part_yan> <dat> <3s>
başlayana	baş <n> <D_lA> <v> <part_yan> <dat> <3p>
kadar,	<unk>
ve	ve <cnjadv>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
rüyasıydı:-"	rüya <n> <p3s> <cpl_di> <3p>
rüyasıydı:-"	rüya <n> <p3s> <3p> <cpl_di>
"İlk	<unk>
olarak,	ol <v> <cv_erek>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
Alice'in	<unk>
kendisini	kendi <n> <p3s> <acc> <3s>
kendisini	kendi <n> <p3s> <acc> <3p>
kendisini	kendi <prn> <p3s> <acc>
kendisini	kendi <prn> <p3s> <acc> <3s>
kendisini	kendi <prn> <p3s> <acc> <3p>
rüya	rüya <n> <3s>
rüya	rüya <n> <3p>
gördü,	gör <v> <t_past> <3p>
ve	ve <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
kez	kez <n> <3s>
kez	kez <n> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
minik	minik <adj> <Djn_0> <n>
minik	minik <adj> <Djn_0> <n> <3s>
minik	minik <adj> <Djn_0> <n> <3p>
eller	elle <v> <t_aor> <3p>
eller	el <n> <D_lA> <v> <t_aor> <3s>
eller	el <n> <D_lA> <v> <t_aor> <3p>
eller	el <n> <3p>
eller	el <n> <pl>
eller	el <n> <pl> <3s>
eller	el <n> <pl> <3p>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
(kız	kız <adj> <Djn_0> <n>
(kız	kız <adj> <Djn_0> <n> <3s>
(kız	kız <adj> <Djn_0> <n> <3p>
(kız	kız <n>
(kız	kız <n> <3s>
(kız	kız <n> <3p>
(kız	kız <v> <t_imp> <2s>
(kız	kız <v> <t_imp> <3p>
kardeşin)	kardeş <n> <p2s> <3s>
kardeşin)	kardeş <n> <p2s> <3p>
kardeşin)	kardeş <n> <gen>
kardeşin)	kardeş <n> <gen> <3s>
kardeşin)	kardeş <n> <gen> <3p>
dizi	dizi <n> <3s>
dizi	dizi <n> <3p>
dizi	diz <n> <p3s>
dizi	diz <n> <p3s> <3s>
dizi	diz <n> <p3s> <3p>
dizi	diz <n> <acc>
dizi	diz <n> <acc> <3s>
dizi	diz <n> <acc> <3p>
üzerinde	üzeri <n> <p2s> <loc> <3s>
üzerinde	üzeri <n> <p2s> <loc> <3p>
üzerinde	üzer <n> <p2s> <loc>
üzerinde	üzer <n> <p2s> <loc> <3s>
üzerinde	üzer <n> <p2s> <loc> <3p>
üzerinde	üzer <n> <p3s> <loc>
üzerinde	üzer <n> <p3s> <loc> <3s>
üzerinde	üzer <n> <p3s> <loc> <3p>
kavuşturulmuştu,	kavuş <v> <caus> <pass> <t_narr> <cpl_di> <3p>
kavuşturulmuştu,	kavuş <v> <caus> <pass> <t_narr> <3p> <cpl_di>
ve	ve <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
parlak	parlak <adj> <Djn_0> <n>
parlak	parlak <adj> <Djn_0> <n> <3s>
parlak	parlak <adj> <Djn_0> <n> <3p>
hevesli	heves <n> <D_lI> <adj> <Djn_0> <n>
hevesli	heves <n> <D_lI> <adj> <Djn_0> <n> <3s>
hevesli	heves <n> <D_lI> <adj> <Djn_0> <n> <3p>
hevesli	heves <n> <D_lI> <n>
hevesli	heves <n> <D_lI> <n> <3s>
hevesli	heves <n> <D_lI> <n> <3p>
gözler	gözle <v> <t_aor> <3p>
gözler	göz <n> <D_lA> <v> <t_aor> <3s>
gözler	göz <n> <D_lA> <v> <t_aor> <3p>
gözler	göz <n> <3p>
gözler	göz <n> <pl>
gözler	göz <n> <pl> <3s>
gözler	göz <n> <pl> <3p>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
(kız	kız <adj> <Djn_0> <n>
(kız	kız <adj> <Djn_0> <n> <3s>
(kız	kız <adj> <Djn_0> <n> <3p>
(kız	kız <n>
(kız	kız <n> <3s>
(kız	kız <n> <3p>
(kız	kız <v> <t_imp> <2s>
(kız	kız <v> <t_imp> <3p>
kardeşin)	kardeş <n> <p2s> <3s>
kardeşin)	kardeş <n> <p2s> <3p>
kardeşin)	kardeş <n> <gen>
kardeşin)	kardeş <n> <gen> <3s>
kardeşin)	kardeş <n> <gen> <3p>
gözlerinin	göz <n> <pl> <p2s> <gen> <3s>
gözlerinin	göz <n> <pl> <p2s> <gen> <3p>
gözlerinin	göz <n> <pl> <p3s> <gen>
gözlerinin	göz <n> <pl> <p3s> <gen> <3s>
gözlerinin	göz <n> <pl> <p3s> <gen> <3p>
gözlerinin	göz <n> <p3p> <gen>
gözlerinin	göz <n> <p3p> <gen> <3s>
gözlerinin	göz <n> <p3p> <gen> <3p>
içine	iç <adj> <Djn_0> <n> <p2s> <dat> <3s>
içine	iç <adj> <Djn_0> <n> <p2s> <dat> <3p>
içine	iç <adj> <Djn_0> <n> <p3s> <dat>
içine	iç <adj> <Djn_0> <n> <p3s> <dat> <3s>
içine	iç <adj> <Djn_0> <n> <p3s> <dat> <3p>
içine	iç <n> <p2s> <dat>
içine	iç <n> <p2s> <dat> <3s>
içine	iç <n> <p2s> <dat> <3p>
içine	iç <n> <p3s> <dat>
içine	iç <n> <p3s> <dat> <3s>
içine	iç <n> <p3s> <dat> <3p>
yukarı	yukarı <adv> <Dan_0> <n>
yukarı	yukarı <adv> <Dan_0> <n> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <3p>
yukarı	yukarı <adv> <Dan_0> <n> <p3s>
yukarı	yukarı <adv> <Dan_0> <n> <p3s> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <p3s> <3p>
yukarı	yukarı <adv> <Dan_0> <n> <acc>
yukarı	yukarı <adv> <Dan_0> <n> <acc> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <acc> <3p>
yukarı	yukarı <postp>
bakıyordu-onun	<unk>
(Alice'in)	<unk>
sesinin	ses <n> <p2s> <gen> <3s>
sesinin	ses <n> <p2s> <gen> <3p>
sesinin	ses <n> <p3s> <gen>
sesinin	ses <n> <p3s> <gen> <3s>
sesinin	ses <n> <p3s> <gen> <3p>
tam	tam <adj> <Djn_0> <n>
tam	tam <adj> <Djn_0> <n> <3s>
tam	tam <adj> <Djn_0> <n> <3p>
tonlarını	ton <n> <pl> <p2s> <acc> <3s>
tonlarını	ton <n> <pl> <p2s> <acc> <3p>
tonlarını	ton <n> <pl> <p3s> <acc>
tonlarını	ton <n> <pl> <p3s> <acc> <3s>
tonlarını	ton <n> <pl> <p3s> <acc> <3p>
tonlarını	ton <n> <p3p> <acc>
tonlarını	ton <n> <p3p> <acc> <3s>
tonlarını	ton <n> <p3p> <acc> <3p>
duyabiliyordu,	duy <v> <abil> <t_cont> <cpl_di> <3p>
duyabiliyordu,	duy <v> <abil> <t_cont> <3p> <cpl_di>
ve	ve <cnjadv>
her	<unk>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
(Alice'in)	<unk>
gözlerinin	göz <n> <pl> <p2s> <gen> <3s>
gözlerinin	göz <n> <pl> <p2s> <gen> <3p>
gözlerinin	göz <n> <pl> <p3s> <gen>
gözlerinin	göz <n> <pl> <p3s> <gen> <3s>
gözlerinin	göz <n> <pl> <p3s> <gen> <3p>
gözlerinin	göz <n> <p3p> <gen>
gözlerinin	göz <n> <p3p> <gen> <3s>
gözlerinin	göz <n> <p3p> <gen> <3p>
içine	iç <adj> <Djn_0> <n> <p2s> <dat> <3s>
içine	iç <adj> <Djn_0> <n> <p2s> <dat> <3p>
içine	iç <adj> <Djn_0> <n> <p3s> <dat>
içine	iç <adj> <Djn_0> <n> <p3s> <dat> <3s>
içine	iç <adj> <Djn_0> <n> <p3s> <dat> <3p>
içine	iç <n> <p2s> <dat>
içine	iç <n> <p2s> <dat> <3s>
içine	iç <n> <p2s> <dat> <3p>
içine	iç <n> <p3s> <dat>
içine	iç <n> <p3s> <dat> <3s>
içine	iç <n> <p3s> <dat> <3p>
girmeyi	gir <v> <D_mA> <n> <acc> <3s>
girmeyi	gir <v> <D_mA> <n> <acc> <3p>
girmeyi	gir <v> <vn_ma> <acc>
girmeyi	gir <v> <vn_ma> <acc> <3s>
girmeyi	gir <v> <vn_ma> <acc> <3p>
girmeyi	gir <v> <vn_mak> <acc>
girmeyi	gir <v> <vn_mak> <acc> <3s>
girmeyi	gir <v> <vn_mak> <acc> <3p>
girmeyi	gir <v> <vinf> <p3s>
girmeyi	gir <v> <vinf> <acc>
isteyecek	iste <v> <t_fut> <3p>
isteyecek	iste <v> <vn_acak>
isteyecek	iste <v> <vn_acak> <3s>
isteyecek	iste <v> <vn_acak> <3p>
isteyecek	iste <v> <part_acak>
isteyecek	iste <v> <part_acak> <3s>
isteyecek	iste <v> <part_acak> <3p>
isteyecek	iste <v> <cv_acak>
isteyecek	iste <v> <cv_ecek>
olan	ol <v> <part_yan> <3s>
olan	ol <v> <part_yan> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
dolaşan	dolaş <v> <part_yan> <3s>
dolaşan	dolaş <v> <part_yan> <3p>
dolaşan	do <n> <D_lAs> <v> <part_yan>
dolaşan	do <n> <D_lAs> <v> <part_yan> <3s>
dolaşan	do <n> <D_lAs> <v> <part_yan> <3p>
saçları	saç <n> <pl> <p3s> <3s>
saçları	saç <n> <pl> <p3s> <3p>
saçları	saç <n> <pl> <acc>
saçları	saç <n> <pl> <acc> <3s>
saçları	saç <n> <pl> <acc> <3p>
saçları	saç <n> <p3p>
saçları	saç <n> <p3p> <3s>
saçları	saç <n> <p3p> <3p>
geride	geri <adv> <Dan_0> <n> <loc> <3s>
geride	geri <adv> <Dan_0> <n> <loc> <3p>
geride	geri <n> <loc>
geride	geri <n> <loc> <3s>
geride	geri <n> <loc> <3p>
tutmak	tut <v> <vn_mak> <3s>
tutmak	tut <v> <vn_mak> <3p>
tutmak	tut <v> <vinf>
tutmak	tut <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
başının	baş <n> <p2s> <gen> <3s>
başının	baş <n> <p2s> <gen> <3p>
başının	baş <n> <p3s> <gen>
başının	baş <n> <p3s> <gen> <3s>
başının	baş <n> <p3s> <gen> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
savruluşunu	savrul <v> <D_yIS> <n> <p2s> <acc> <3s>
savruluşunu	savrul <v> <D_yIS> <n> <p2s> <acc> <3p>
savruluşunu	savrul <v> <D_yIS> <n> <p3s> <acc>
savruluşunu	savrul <v> <D_yIS> <n> <p3s> <acc> <3s>
savruluşunu	savrul <v> <D_yIS> <n> <p3s> <acc> <3p>
savruluşunu	savrul <v> <vn_yis> <p2s> <acc>
savruluşunu	savrul <v> <vn_yis> <p2s> <acc> <3s>
savruluşunu	savrul <v> <vn_yis> <p2s> <acc> <3p>
savruluşunu	savrul <v> <vn_yis> <p3s> <acc>
savruluşunu	savrul <v> <vn_yis> <p3s> <acc> <3s>
savruluşunu	savrul <v> <vn_yis> <p3s> <acc> <3p>
görebiliyordu-ve	<unk>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
dinlerken,	dinle <v> <t_aor> <3p> <cpl_ken>
dinlerken,	din <n> <D_lA> <v> <t_aor> <3s> <cpl_ken>
dinlerken,	din <n> <D_lA> <v> <t_aor> <3p> <cpl_ken>
dinlerken,	din <n> <3p> <cpl_ken>
dinlerken,	din <n> <pl> <3s> <cpl_ken>
dinlerken,	din <n> <pl> <3p> <cpl_ken>
veya	veya <n> <3s>
veya	veya <n> <3p>
veya	veya <cnjcoo>
veya	veya <cnjadv>
dinler	dinle <v> <t_aor> <3p>
dinler	din <n> <D_lA> <v> <t_aor> <3s>
dinler	din <n> <D_lA> <v> <t_aor> <3p>
dinler	din <n> <3p>
dinler	din <n> <pl>
dinler	din <n> <pl> <3s>
dinler	din <n> <pl> <3p>
gibi	gibi <cnjsub>
görünürken	görünür <n> <3p> <cpl_ken>
görünürken	görün <v> <t_aor> <3s> <cpl_ken>
görünürken	görün <v> <t_aor> <3p> <cpl_ken>
hala,	hala <adv> <Dan_0> <n>
hala,	hala <adv> <Dan_0> <n> <3s>
hala,	hala <adv> <Dan_0> <n> <3p>
hala,	hala <n>
hala,	hala <n> <3s>
hala,	hala <n> <3p>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
(kız	kız <adj> <Djn_0> <n>
(kız	kız <adj> <Djn_0> <n> <3s>
(kız	kız <adj> <Djn_0> <n> <3p>
(kız	kız <n>
(kız	kız <n> <3s>
(kız	kız <n> <3p>
(kız	kız <v> <t_imp> <2s>
(kız	kız <v> <t_imp> <3p>
kardeşin)	kardeş <n> <p2s> <3s>
kardeşin)	kardeş <n> <p2s> <3p>
kardeşin)	kardeş <n> <gen>
kardeşin)	kardeş <n> <gen> <3s>
kardeşin)	kardeş <n> <gen> <3p>
etrafındaki	etraf <n> <p2s> <loc> <ki> <3s>
etrafındaki	etraf <n> <p2s> <loc> <ki> <3p>
etrafındaki	etraf <n> <p3s> <loc> <ki>
etrafındaki	etraf <n> <p3s> <loc> <ki> <3s>
etrafındaki	etraf <n> <p3s> <loc> <ki> <3p>
bütün	bütün <adj> <Djn_0> <n>
bütün	bütün <adj> <Djn_0> <n> <3s>
bütün	bütün <adj> <Djn_0> <n> <3p>
bütün	bütün <det>
yer	yer <n> <3s>
yer	yer <n> <3p>
yer	yer <v> <t_imp> <2s>
yer	yer <v> <t_imp> <3p>
yer	ye <v> <t_aor> <3s>
yer	ye <v> <t_aor> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
kız	kız <adj> <Djn_0> <n>
kız	kız <adj> <Djn_0> <n> <3s>
kız	kız <adj> <Djn_0> <n> <3p>
kız	kız <n>
kız	kız <n> <3s>
kız	kız <n> <3p>
kız	kız <v> <t_imp> <2s>
kız	kız <v> <t_imp> <3p>
kardeşinin	kardeş <n> <p2s> <gen> <3s>
kardeşinin	kardeş <n> <p2s> <gen> <3p>
kardeşinin	kardeş <n> <p3s> <gen>
kardeşinin	kardeş <n> <p3s> <gen> <3s>
kardeşinin	kardeş <n> <p3s> <gen> <3p>
rüyasının	rüya <n> <p3s> <gen> <3s>
rüyasının	rüya <n> <p3s> <gen> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
yaratıklarıyla	yaratık <n> <pl> <p3s> <ins> <3s>
yaratıklarıyla	yaratık <n> <pl> <p3s> <ins> <3p>
yaratıklarıyla	yaratık <n> <p3p> <ins>
yaratıklarıyla	yaratık <n> <p3p> <ins> <3s>
yaratıklarıyla	yaratık <n> <p3p> <ins> <3p>
canlı	can <n> <D_lI> <adj> <Djn_0> <n>
canlı	can <n> <D_lI> <adj> <Djn_0> <n> <3s>
canlı	can <n> <D_lI> <adj> <Djn_0> <n> <3p>
canlı	can <n> <D_lI> <n>
canlı	can <n> <D_lI> <n> <3s>
canlı	can <n> <D_lI> <n> <3p>
hale	hale <n> <3s>
hale	hale <n> <3p>
hale	hal <n> <dat>
hale	hal <n> <dat> <3s>
hale	hal <n> <dat> <3p>
geldi."	gel <v> <t_past> <3p>
"Uzun	uzun <adj> <Djn_0> <n>
"Uzun	uzun <adj> <Djn_0> <n> <3s>
"Uzun	uzun <adj> <Djn_0> <n> <3p>
"Uzun	uz <n> <p2s>
"Uzun	uz <n> <p2s> <3s>
"Uzun	uz <n> <p2s> <3p>
"Uzun	uz <n> <gen>
"Uzun	uz <n> <gen> <3s>
