<S> <S>+BSTag
"Söyleyecek	söyle <v> <t_fut> <3p>
"Söyleyecek	söyle <v> <vn_acak>
hangileri	hangi <prn> <qst> <pl> <acc> <3p>
hangileri	hangi <prn> <qst> <p3p>
hangileri	hangi <prn> <qst> <p3p> <3s>
hangileri	hangi <prn> <qst> <p3p> <3p>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
anlamaya	anla <v> <D_mA> <n> <dat> <3s>
anlamaya	anla <v> <D_mA> <n> <dat> <3p>
anlamaya	anla <v> <neg> <t_opt> <3s>
anlamaya	anla <v> <neg> <t_opt> <3p>
anlamaya	anla <v> <vn_ma> <dat>
anlamaya	anla <v> <vn_ma> <dat> <3s>
anlamaya	anla <v> <vn_ma> <dat> <3p>
anlamaya	anla <v> <vn_mak> <dat>
anlamaya	anla <v> <vn_mak> <dat> <3s>
anlamaya	anla <v> <vn_mak> <dat> <3p>
anlamaya	anla <v> <vinf> <dat>
anlamaya	an <n> <D_lA> <v> <D_mA> <n> <dat>
anlamaya	an <n> <D_lA> <v> <D_mA> <n> <dat> <3s>
anlamaya	an <n> <D_lA> <v> <D_mA> <n> <dat> <3p>
anlamaya	an <n> <D_lA> <v> <neg> <t_opt> <3s>
anlamaya	an <n> <D_lA> <v> <neg> <t_opt> <3p>
anlamaya	an <n> <D_lA> <v> <vn_ma> <dat>
anlamaya	an <n> <D_lA> <v> <vn_ma> <dat> <3s>
anlamaya	an <n> <D_lA> <v> <vn_ma> <dat> <3p>
anlamaya	an <n> <D_lA> <v> <vn_mak> <dat>
anlamaya	an <n> <D_lA> <v> <vn_mak> <dat> <3s>
anlamaya	an <n> <D_lA> <v> <vn_mak> <dat> <3p>
anlamaya	an <n> <D_lA> <v> <vinf> <dat>
çalışarak;	<unk>
ve	ve <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
mükemmel	mükemmel <adj> <Djn_0> <n>
mükemmel	mükemmel <adj> <Djn_0> <n> <3s>
mükemmel	mükemmel <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
yuvarlak	yuvarlak <n> <3s>
yuvarlak	yuvarlak <n> <3p>
olduğu	ol <v> <vn_dik> <p3s> <3s>
olduğu	ol <v> <vn_dik> <p3s> <3p>
olduğu	ol <v> <vn_dik> <acc>
olduğu	ol <v> <vn_dik> <acc> <3s>
olduğu	ol <v> <vn_dik> <acc> <3p>
olduğu	ol <v> <part_dik> <p3s>
olduğu	ol <v> <part_dik> <p3s> <3s>
olduğu	ol <v> <part_dik> <p3s> <3p>
olduğu	ol <v> <part_dik> <acc>
olduğu	ol <v> <part_dik> <acc> <3s>
olduğu	ol <v> <part_dik> <acc> <3p>
olduğu	ol <v> <cv_dik> <p3s>
için,	için <cnjcoo>
için,	iç <adj> <Djn_0> <n> <p2s>
için,	iç <adj> <Djn_0> <n> <p2s> <3s>
için,	iç <adj> <Djn_0> <n> <p2s> <3p>
için,	iç <adj> <Djn_0> <n> <gen>
için,	iç <adj> <Djn_0> <n> <gen> <3s>
için,	iç <adj> <Djn_0> <n> <gen> <3p>
için,	iç <n> <p2s>
için,	iç <n> <p2s> <3s>
için,	iç <n> <p2s> <3p>
için,	iç <n> <gen>
için,	iç <n> <gen> <3s>
için,	iç <n> <gen> <3p>
için,	iç <v> <t_imp> <2p>
bunu	bun <n> <p3s> <3s>
bunu	bun <n> <p3s> <3p>
bunu	bun <n> <acc>
bunu	bun <n> <acc> <3s>
bunu	bun <n> <acc> <3p>
bunu	bu <prn> <dem> <p3s>
bunu	bu <prn> <dem> <p3s> <3s>
bunu	bu <prn> <dem> <p3s> <3p>
bunu	bu <prn> <dem> <acc>
bunu	bu <prn> <dem> <acc> <3s>
bunu	bu <prn> <dem> <acc> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
zor	zor <adj> <Djn_0> <n>
zor	zor <adj> <Djn_0> <n> <3s>
zor	zor <adj> <Djn_0> <n> <3p>
zor	zor <adv>
zor	zor <adv> <Dan_0> <n>
zor	zor <adv> <Dan_0> <n> <3s>
zor	zor <adv> <Dan_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
soru	soru <n> <3s>
soru	soru <n> <3p>
buldu."	bul <v> <t_past> <3p>
"Ancak,	ancak <adv> <Dan_0> <n>
"Ancak,	ancak <adv> <Dan_0> <n> <3s>
"Ancak,	ancak <adv> <Dan_0> <n> <3p>
"Ancak,	ancak <cnjcoo>
"Ancak,	ancak <cnjadv>
"Ancak,	an <n> <D_CAK> <n>
"Ancak,	an <n> <D_CAK> <n> <3s>
"Ancak,	an <n> <D_CAK> <n> <3p>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
sonunda	sonunda <adv> <Dan_0> <n>
sonunda	sonunda <adv> <Dan_0> <n> <3s>
sonunda	sonunda <adv> <Dan_0> <n> <3p>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3s>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3p>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3s>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3p>
sonunda	son <n> <p2s> <loc>
sonunda	son <n> <p2s> <loc> <3s>
sonunda	son <n> <p2s> <loc> <3p>
sonunda	son <n> <p3s> <loc>
sonunda	son <n> <p3s> <loc> <3s>
sonunda	son <n> <p3s> <loc> <3p>
kollarını	kol <n> <pl> <p2s> <acc> <3s>
kollarını	kol <n> <pl> <p2s> <acc> <3p>
kollarını	kol <n> <pl> <p3s> <acc>
kollarını	kol <n> <pl> <p3s> <acc> <3s>
kollarını	kol <n> <pl> <p3s> <acc> <3p>
kollarını	kol <n> <p3p> <acc>
kollarını	kol <n> <p3p> <acc> <3s>
kollarını	kol <n> <p3p> <acc> <3p>
etrafına	etraf <n> <p2s> <dat> <3s>
etrafına	etraf <n> <p2s> <dat> <3p>
etrafına	etraf <n> <p3s> <dat>
etrafına	etraf <n> <p3s> <dat> <3s>
etrafına	etraf <n> <p3s> <dat> <3p>
gidebildiği	git <v> <abil> <vn_dik> <p3s> <3s>
gidebildiği	git <v> <abil> <vn_dik> <p3s> <3p>
gidebildiği	git <v> <abil> <vn_dik> <acc>
gidebildiği	git <v> <abil> <vn_dik> <acc> <3s>
gidebildiği	git <v> <abil> <vn_dik> <acc> <3p>
gidebildiği	git <v> <abil> <part_dik> <p3s>
gidebildiği	git <v> <abil> <part_dik> <p3s> <3s>
gidebildiği	git <v> <abil> <part_dik> <p3s> <3p>
gidebildiği	git <v> <abil> <part_dik> <acc>
gidebildiği	git <v> <abil> <part_dik> <acc> <3s>
gidebildiği	git <v> <abil> <part_dik> <acc> <3p>
gidebildiği	git <v> <abil> <cv_dik> <p3s>
kadar	<unk>
gerdi,	ger <v> <t_past> <3p>
ve	ve <cnjadv>
her	<unk>
eliyle	el <n> <p3s> <ins> <3s>
eliyle	el <n> <p3s> <ins> <3p>
kenarın	kenar <adj> <Djn_0> <n> <p2s> <3s>
kenarın	kenar <adj> <Djn_0> <n> <p2s> <3p>
kenarın	kenar <adj> <Djn_0> <n> <gen>
kenarın	kenar <adj> <Djn_0> <n> <gen> <3s>
kenarın	kenar <adj> <Djn_0> <n> <gen> <3p>
kenarın	kenar <n> <p2s>
kenarın	kenar <n> <p2s> <3s>
kenarın	kenar <n> <p2s> <3p>
kenarın	kenar <n> <gen>
kenarın	kenar <n> <gen> <3s>
kenarın	kenar <n> <gen> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
parçasını	parça <n> <p3s> <acc> <3s>
parçasını	parça <n> <p3s> <acc> <3p>
kopardı."	kopar <v> <t_past> <3p>
kopardı."	kop <v> <t_aor> <cpl_di> <3s>
kopardı."	kop <v> <t_aor> <cpl_di> <3p>
kopardı."	kop <v> <t_aor> <3p> <cpl_di>
""Ve	ve <cnjadv>
şimdi	şimdi <adv> <Dan_0> <n>
şimdi	şimdi <adv> <Dan_0> <n> <3s>
şimdi	şimdi <adv> <Dan_0> <n> <3p>
hangisi	hangi <n> <p3s> <3s>
hangisi	hangi <n> <p3s> <3p>
hangisi	hangi <prn> <qst> <p3s>
hangisi	hangi <prn> <qst> <p3s> <3s>
hangisi	hangi <prn> <qst> <p3s> <3p>
hangisi?"	hangi <n> <p3s> <3s>
hangisi?"	hangi <n> <p3s> <3p>
hangisi?"	hangi <prn> <qst> <p3s>
hangisi?"	hangi <prn> <qst> <p3s> <3s>
hangisi?"	hangi <prn> <qst> <p3s> <3p>
dedi	de <v> <t_past> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine,	kendi <n> <p2s> <dat> <3s>
kendine,	kendi <n> <p2s> <dat> <3p>
kendine,	kendi <prn> <p2s> <dat>
kendine,	kendi <prn> <p2s> <dat> <3s>
kendine,	kendi <prn> <p2s> <dat> <3p>
ve	ve <cnjadv>
etkisini	etki <n> <p3s> <acc> <3s>
etkisini	etki <n> <p3s> <acc> <3p>
denemek	dene <v> <vn_mak> <3s>
denemek	dene <v> <vn_mak> <3p>
denemek	dene <v> <vinf>
denemek	dene <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
sağ	sağ <adj> <Djn_0> <n>
sağ	sağ <adj> <Djn_0> <n> <3s>
sağ	sağ <adj> <Djn_0> <n> <3p>
sağ	sağ <n>
sağ	sağ <n> <3s>
sağ	sağ <n> <3p>
sağ	sağ <v> <t_imp> <2s>
sağ	sağ <v> <t_imp> <3p>
el	el <n> <3s>
el	el <n> <3p>
parçasından	parça <n> <p3s> <abl> <3s>
parçasından	parça <n> <p3s> <abl> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
tırtıkladı:	tırtıkla <v> <t_past> <3p>
tırtıkladı:	tırtık <n> <D_lA> <v> <t_past> <3s>
tırtıkladı:	tırtık <n> <D_lA> <v> <t_past> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sonraki	<unk>
an	an <n> <3s>
an	an <n> <3p>
an	an <v> <t_imp> <2s>
an	an <v> <t_imp> <3p>
çenesinin	çene <n> <p3s> <gen> <3s>
çenesinin	çene <n> <p3s> <gen> <3p>
altında	altın <n> <loc> <3s>
altında	altın <n> <loc> <3p>
altında	altı <n> <p2s> <loc>
altında	altı <n> <p2s> <loc> <3s>
altında	altı <n> <p2s> <loc> <3p>
altında	altı <num> <Dmn_0> <n> <p2s> <loc>
altında	altı <num> <Dmn_0> <n> <p2s> <loc> <3s>
altında	altı <num> <Dmn_0> <n> <p2s> <loc> <3p>
altında	alt <adj> <Djn_0> <n> <p2s> <loc>
altında	alt <adj> <Djn_0> <n> <p2s> <loc> <3s>
altında	alt <adj> <Djn_0> <n> <p2s> <loc> <3p>
altında	alt <adj> <Djn_0> <n> <p3s> <loc>
altında	alt <adj> <Djn_0> <n> <p3s> <loc> <3s>
altında	alt <adj> <Djn_0> <n> <p3s> <loc> <3p>
altında	alt <n> <p2s> <loc>
altında	alt <n> <p2s> <loc> <3s>
altında	alt <n> <p2s> <loc> <3p>
altında	alt <n> <p3s> <loc>
altında	alt <n> <p3s> <loc> <3s>
altında	alt <n> <p3s> <loc> <3p>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n> <3s>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n> <3p>
şiddetli	şiddet <n> <D_lI> <n>
şiddetli	şiddet <n> <D_lI> <n> <3s>
şiddetli	şiddet <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
darbe	darbe <n> <3s>
darbe	darbe <n> <3p>
hissetti:	hisset <v> <t_past> <3p>
ayağına	ayak <n> <p2s> <dat> <3s>
ayağına	ayak <n> <p2s> <dat> <3p>
ayağına	ayak <n> <p3s> <dat>
ayağına	ayak <n> <p3s> <dat> <3s>
ayağına	ayak <n> <p3s> <dat> <3p>
çarpmıştı!"	çarp <v> <t_narr> <cpl_di> <3p>
çarpmıştı!"	çarp <v> <t_narr> <3p> <cpl_di>
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
ani	ani <n> <3s>
ani	ani <n> <3p>
değişimle	değişim <n> <D_lA> <v> <t_imp> <3p>
değişimle	değişim <n> <ins>
değişimle	değişim <n> <ins> <3s>
değişimle	değişim <n> <ins> <3p>
değişimle	değ <v> <D_yIS> <n> <p1s> <ins>
değişimle	değ <v> <D_yIS> <n> <p1s> <ins> <3s>
değişimle	değ <v> <D_yIS> <n> <p1s> <ins> <3p>
değişimle	değ <v> <vn_yis> <p1s> <ins>
değişimle	değ <v> <vn_yis> <p1s> <ins> <3s>
değişimle	değ <v> <vn_yis> <p1s> <ins> <3p>
epeyce	epeyce <adv> <Dan_0> <n>
epeyce	epeyce <adv> <Dan_0> <n> <3s>
epeyce	epeyce <adv> <Dan_0> <n> <3p>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adj>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adv>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <n>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <n> <3s>
epeyce	epey <adv> <Dan_0> <n> <D_CA> <n> <3p>
epeyce	epey <adv> <Dan_0> <n> <ca>
korktu,	kork <v> <t_past> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
hızla	hız <n> <D_lA> <v> <t_imp> <3p>
hızla	hız <n> <ins>
hızla	hız <n> <ins> <3s>
hızla	hız <n> <ins> <3p>
küçüldüğü	küçül <v> <vn_dik> <p3s> <3s>
küçüldüğü	küçül <v> <vn_dik> <p3s> <3p>
küçüldüğü	küçül <v> <vn_dik> <acc>
küçüldüğü	küçül <v> <vn_dik> <acc> <3s>
küçüldüğü	küçül <v> <vn_dik> <acc> <3p>
küçüldüğü	küçül <v> <part_dik> <p3s>
küçüldüğü	küçül <v> <part_dik> <p3s> <3s>
küçüldüğü	küçül <v> <part_dik> <p3s> <3p>
küçüldüğü	küçül <v> <part_dik> <acc>
küçüldüğü	küçül <v> <part_dik> <acc> <3s>
küçüldüğü	küçül <v> <part_dik> <acc> <3p>
küçüldüğü	küçül <v> <cv_dik> <p3s>
için,	için <cnjcoo>
için,	iç <adj> <Djn_0> <n> <p2s>
için,	iç <adj> <Djn_0> <n> <p2s> <3s>
için,	iç <adj> <Djn_0> <n> <p2s> <3p>
için,	iç <adj> <Djn_0> <n> <gen>
için,	iç <adj> <Djn_0> <n> <gen> <3s>
için,	iç <adj> <Djn_0> <n> <gen> <3p>
için,	iç <n> <p2s>
için,	iç <n> <p2s> <3s>
için,	iç <n> <p2s> <3p>
için,	iç <n> <gen>
için,	iç <n> <gen> <3s>
için,	iç <n> <gen> <3p>
için,	iç <v> <t_imp> <2p>
kaybedilecek	kaybet <v> <pass> <t_fut> <3p>
kaybedilecek	kaybet <v> <pass> <vn_acak>
kaybedilecek	kaybet <v> <pass> <vn_acak> <3s>
kaybedilecek	kaybet <v> <pass> <vn_acak> <3p>
kaybedilecek	kaybet <v> <pass> <part_acak>
kaybedilecek	kaybet <v> <pass> <part_acak> <3s>
kaybedilecek	kaybet <v> <pass> <part_acak> <3p>
kaybedilecek	kaybet <v> <pass> <cv_acak>
kaybedilecek	kaybet <v> <pass> <cv_ecek>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <cv_dik> <p3s> <acc>
hissetti;	hisset <v> <t_past> <3p>
böylece	böylece <adv> <Dan_0> <n>
böylece	böylece <adv> <Dan_0> <n> <3s>
böylece	böylece <adv> <Dan_0> <n> <3p>
böylece	böyle <adj> <D_CA> <adj>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3p>
hemen	hemen <adv> <Dan_0> <n>
hemen	hemen <adv> <Dan_0> <n> <3s>
hemen	hemen <adv> <Dan_0> <n> <3p>
hemen	hemen <n>
hemen	hemen <n> <3s>
hemen	hemen <n> <3p>
diğer	diğer <adj> <Djn_0> <n>
diğer	diğer <adj> <Djn_0> <n> <3s>
diğer	diğer <adj> <Djn_0> <n> <3p>
diğer	diğer <det>
parçadan	parça <n> <abl> <3s>
parçadan	parça <n> <abl> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
yemek	yemek <n> <3s>
yemek	yemek <n> <3p>
yemek	ye <v> <vn_mak>
yemek	ye <v> <vn_mak> <3s>
yemek	ye <v> <vn_mak> <3p>
yemek	ye <v> <vinf>
yemek	ye <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
işe	işe <v> <t_imp> <3p>
işe	iş <n> <dat>
işe	iş <n> <dat> <3s>
işe	iş <n> <dat> <3p>
koyuldu."	koy <v> <pass> <t_past> <3p>
"Çenesi	çene <n> <p3s> <3s>
"Çenesi	çene <n> <p3s> <3p>
ayağına	ayak <n> <p2s> <dat> <3s>
ayağına	ayak <n> <p2s> <dat> <3p>
ayağına	ayak <n> <p3s> <dat>
ayağına	ayak <n> <p3s> <dat> <3s>
ayağına	ayak <n> <p3s> <dat> <3p>
karşı	karşı <adj> <Djn_0> <n>
karşı	karşı <adj> <Djn_0> <n> <3s>
karşı	karşı <adj> <Djn_0> <n> <3p>
karşı	karşı <adv>
karşı	karşı <adv> <Dan_0> <n>
karşı	karşı <adv> <Dan_0> <n> <3s>
karşı	karşı <adv> <Dan_0> <n> <3p>
karşı	karşı <n>
karşı	karşı <n> <3s>
karşı	karşı <n> <3p>
karşı	karşı <postp>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
kadar	<unk>
sıkıca	sıkı <adj> <D_CA> <adj> <Djn_0> <n>
sıkıca	sıkı <adj> <D_CA> <adj> <Djn_0> <n> <3s>
sıkıca	sıkı <adj> <D_CA> <adj> <Djn_0> <n> <3p>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <n>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <n> <3s>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <n> <3p>
bastırılmıştı	bas <v> <caus> <pass> <t_narr> <cpl_di> <3p>
bastırılmıştı	bas <v> <caus> <pass> <t_narr> <3p> <cpl_di>
ki,	ki <cnjadv>
ağzını	ağız <n> <p2s> <acc> <3s>
ağzını	ağız <n> <p2s> <acc> <3p>
ağzını	ağız <n> <p3s> <acc>
ağzını	ağız <n> <p3s> <acc> <3s>
ağzını	ağız <n> <p3s> <acc> <3p>
açmak	aç <v> <vn_mak> <3s>
açmak	aç <v> <vn_mak> <3p>
açmak	aç <v> <vinf>
açmak	aç <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
zar	zar <n> <3s>
zar	zar <n> <3p>
zor	zor <adj> <Djn_0> <n>
zor	zor <adj> <Djn_0> <n> <3s>
zor	zor <adj> <Djn_0> <n> <3p>
zor	zor <adv>
