<S> <S>+BSTag
"Her	<unk>
zamanki	<unk>
gibi	gibi <cnjsub>
ıslak,"	ıslak <adj> <Djn_0> <n>
kazandı?"	kaz <v> <part_yan> <3p> <cpl_di>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sordu.	sor <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
soruya	soru <n> <dat> <3s>
soruya	soru <n> <dat> <3p>
Dodo	<unk>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
düşünmeden	düşün <v> <D_mA> <n> <abl> <3s>
düşünmeden	düşün <v> <D_mA> <n> <abl> <3p>
düşünmeden	düşün <v> <neg> <cv_dan>
düşünmeden	düşün <v> <vn_ma> <abl>
düşünmeden	düşün <v> <vn_ma> <abl> <3s>
düşünmeden	düşün <v> <vn_ma> <abl> <3p>
cevap	cevap <n> <3s>
cevap	cevap <n> <3p>
veremedi	ver <v> <abil> <neg> <t_past> <3p>
ve	ve <cnjadv>
geri	geri <adv> <Dan_0> <n>
geri	geri <adv> <Dan_0> <n> <3s>
geri	geri <adv> <Dan_0> <n> <3p>
geri	geri <n>
geri	geri <n> <3s>
geri	geri <n> <3p>
kalanlar	kalan <n> <D_lA> <v> <t_aor> <3p>
kalanlar	kalan <n> <3p>
kalanlar	kalan <n> <pl>
kalanlar	kalan <n> <pl> <3s>
kalanlar	kalan <n> <pl> <3p>
kalanlar	kala <n> <p2s> <3p>
kalanlar	kal <v> <part_yan> <3p>
kalanlar	kal <v> <part_yan> <pl>
kalanlar	kal <v> <part_yan> <pl> <3s>
kalanlar	kal <v> <part_yan> <pl> <3p>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <ca>
sessizce	ses <n> <Dnn_siz> <adj> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adv>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <ca>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adv>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <ca>
beklerken,	bekle <v> <t_aor> <3p> <cpl_ken>
beklerken,	bek <n> <D_lA> <v> <t_aor> <3s> <cpl_ken>
beklerken,	bek <n> <D_lA> <v> <t_aor> <3p> <cpl_ken>
beklerken,	bek <n> <3p> <cpl_ken>
beklerken,	bek <n> <pl> <3s> <cpl_ken>
beklerken,	bek <n> <pl> <3p> <cpl_ken>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
parmağını	parmak <n> <p2s> <acc> <3s>
parmağını	parmak <n> <p2s> <acc> <3p>
parmağını	parmak <n> <p3s> <acc>
parmağını	parmak <n> <p3s> <acc> <3s>
parmağını	parmak <n> <p3s> <acc> <3p>
alnına	alın <n> <p2s> <dat> <3s>
alnına	alın <n> <p2s> <dat> <3p>
alnına	alın <n> <p3s> <dat>
alnına	alın <n> <p3s> <dat> <3s>
alnına	alın <n> <p3s> <dat> <3p>
bastırarak	<unk>
(Shakespeare'in	<unk>
resimlerinde	resim <n> <pl> <p2s> <loc> <3s>
resimlerinde	resim <n> <pl> <p2s> <loc> <3p>
resimlerinde	resim <n> <pl> <p3s> <loc>
resimlerinde	resim <n> <pl> <p3s> <loc> <3s>
resimlerinde	resim <n> <pl> <p3s> <loc> <3p>
resimlerinde	resim <n> <p3p> <loc>
resimlerinde	resim <n> <p3p> <loc> <3s>
resimlerinde	resim <n> <p3p> <loc> <3p>
genellikle	genellikle <adv> <Dan_0> <n>
genellikle	genellikle <adv> <Dan_0> <n> <3s>
genellikle	genellikle <adv> <Dan_0> <n> <3p>
genellikle	genel <n> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
genellikle	genel <n> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
genellikle	genel <n> <D_lIK> <n> <ins>
genellikle	genel <n> <D_lIK> <n> <ins> <3s>
genellikle	genel <n> <D_lIK> <n> <ins> <3p>
gördüğünüz	gör <v> <vn_dik> <p2p>
gördüğünüz	gör <v> <vn_dik> <p2p> <3s>
gördüğünüz	gör <v> <vn_dik> <p2p> <3p>
gördüğünüz	gör <v> <vn_dik> <gen> <1p>
gördüğünüz	gör <v> <part_dik> <p2s> <1p>
gördüğünüz	gör <v> <part_dik> <p2p>
gördüğünüz	gör <v> <part_dik> <p2p> <3s>
gördüğünüz	gör <v> <part_dik> <p2p> <3p>
gördüğünüz	gör <v> <part_dik> <gen> <1p>
pozisyon)	pozisyon <n> <3s>
pozisyon)	pozisyon <n> <3p>
uzun	uzun <adj> <Djn_0> <n>
uzun	uzun <adj> <Djn_0> <n> <3s>
uzun	uzun <adj> <Djn_0> <n> <3p>
uzun	uz <n> <p2s>
uzun	uz <n> <p2s> <3s>
uzun	uz <n> <p2s> <3p>
uzun	uz <n> <gen>
uzun	uz <n> <gen> <3s>
uzun	uz <n> <gen> <3p>
süre	süre <n> <3s>
süre	süre <n> <3p>
süre	sür <v> <t_opt> <3s>
süre	sür <v> <t_opt> <3p>
oturdu.	otur <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Sonunda	sonunda <adv> <Dan_0> <n>
Sonunda	sonunda <adv> <Dan_0> <n> <3s>
Sonunda	sonunda <adv> <Dan_0> <n> <3p>
Sonunda	son <adj> <Djn_0> <n> <p2s> <loc>
Sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3s>
Sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3p>
Sonunda	son <adj> <Djn_0> <n> <p3s> <loc>
Sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3s>
Sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3p>
Sonunda	son <n> <p2s> <loc>
Sonunda	son <n> <p2s> <loc> <3s>
Sonunda	son <n> <p2s> <loc> <3p>
Sonunda	son <n> <p3s> <loc>
Sonunda	son <n> <p3s> <loc> <3s>
Sonunda	son <n> <p3s> <loc> <3p>
Dodo	<unk>
dedi	de <v> <t_past> <3p>
ki,	ki <cnjadv>
"Herkes	herkes <n> <3s>
"Herkes	herkes <n> <3p>
kazandı	kazan <n> <cpl_di> <3p>
kazandı	kazan <n> <3p> <cpl_di>
kazandı	kazan <v> <t_past> <3s>
kazandı	kazan <v> <t_past> <3p>
kazandı	kaza <n> <p2s> <cpl_di> <3s>
kazandı	kaza <n> <p2s> <cpl_di> <3p>
kazandı	kaza <n> <p2s> <3p> <cpl_di>
kazandı	kaz <v> <part_yan> <cpl_di> <3s>
kazandı	kaz <v> <part_yan> <cpl_di> <3p>
kazandı	kaz <v> <part_yan> <3p> <cpl_di>
ve	ve <cnjadv>
herkesin	herkes <n> <p2s> <3s>
herkesin	herkes <n> <p2s> <3p>
herkesin	herkes <n> <gen>
herkesin	herkes <n> <gen> <3s>
herkesin	herkes <n> <gen> <3p>
herkesin	herk <n> <dat> <2s>
ödülü	ödül <n> <p3s> <3s>
ödülü	ödül <n> <p3s> <3p>
ödülü	ödül <n> <acc>
ödülü	ödül <n> <acc> <3s>
ödülü	ödül <n> <acc> <3p>
olmalı."	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n>
olmalı."	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3s>
olmalı."	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3p>
olmalı."	ol <v> <D_mA> <n> <D_lI> <n>
olmalı."	ol <v> <D_mA> <n> <D_lI> <n> <3s>
olmalı."	ol <v> <D_mA> <n> <D_lI> <n> <3p>
olmalı."	ol <v> <t_obl> <3s>
olmalı."	ol <v> <t_obl> <3p>
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
"Ama	ama <cnjcoo>
"Ama	ama <cnjadv>
ödülleri	ödül <n> <pl> <p3s> <3s>
ödülleri	ödül <n> <pl> <p3s> <3p>
ödülleri	ödül <n> <pl> <acc>
ödülleri	ödül <n> <pl> <acc> <3s>
ödülleri	ödül <n> <pl> <acc> <3p>
ödülleri	ödül <n> <p3p>
ödülleri	ödül <n> <p3p> <3s>
ödülleri	ödül <n> <p3p> <3p>
kim	kim <prn> <qst> <3s>
kim	kim <prn> <qst> <3p>
verecek?"	vere <n> <D_CAK> <n> <3s>
verecek?"	vere <n> <D_CAK> <n> <3p>
verecek?"	ver <v> <t_fut> <3s>
verecek?"	ver <v> <t_fut> <3p>
verecek?"	ver <v> <vn_acak>
verecek?"	ver <v> <vn_acak> <3s>
verecek?"	ver <v> <vn_acak> <3p>
verecek?"	ver <v> <part_acak>
verecek?"	ver <v> <part_acak> <3s>
verecek?"	ver <v> <part_acak> <3p>
verecek?"	ver <v> <cv_acak>
verecek?"	ver <v> <cv_ecek>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sordu	sor <v> <t_past> <3p>
oldukça	<unk>
ses	ses <n> <3s>
ses	ses <n> <3p>
korosu.	koro <n> <p3s> <3s>
korosu.	koro <n> <p3s> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Tabii	tabii <adj> <Djn_0> <n>
"Tabii	tabii <adj> <Djn_0> <n> <3s>
"Tabii	tabii <adj> <Djn_0> <n> <3p>
"Tabii	tabii <ij>
ki	ki <cnjadv>
o,"	o <prn> <pers> <3s>
o,"	o <prn> <pers> <3p>
o,"	o <ij>
o,"	o <det>
dedi	de <v> <t_past> <3p>
Dodo,	<unk>
Alice'i	<unk>
tek	<unk>
parmağıyla	parmak <n> <p3s> <ins> <3s>
parmağıyla	parmak <n> <p3s> <ins> <3p>
işaret	işaret <n> <3s>
işaret	işaret <n> <3p>
ederek;	<unk>
ve	ve <cnjadv>
tüm	tüm <adj> <Djn_0> <n>
tüm	tüm <adj> <Djn_0> <n> <3s>
tüm	tüm <adj> <Djn_0> <n> <3p>
tüm	tüm <det>
grup	grup <n> <3s>
grup	grup <n> <3p>
hemen	hemen <adv> <Dan_0> <n>
hemen	hemen <adv> <Dan_0> <n> <3s>
hemen	hemen <adv> <Dan_0> <n> <3p>
hemen	hemen <n>
hemen	hemen <n> <3s>
hemen	hemen <n> <3p>
etrafına	etraf <n> <p2s> <dat> <3s>
etrafına	etraf <n> <p2s> <dat> <3p>
etrafına	etraf <n> <p3s> <dat>
etrafına	etraf <n> <p3s> <dat> <3s>
etrafına	etraf <n> <p3s> <dat> <3p>
toplandı,	topla <n> <p2s> <cpl_di> <3p>
toplandı,	topla <n> <p2s> <3p> <cpl_di>
toplandı,	topla <v> <pass> <t_past> <3s>
toplandı,	topla <v> <pass> <t_past> <3p>
toplandı,	top <n> <D_lAn> <v> <t_past> <3s>
toplandı,	top <n> <D_lAn> <v> <t_past> <3p>
şaşkın	şaşkın <n> <3s>
şaşkın	şaşkın <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
seslendi,	sesle <v> <pass> <t_past> <3p>
seslendi,	ses <n> <D_lAn> <v> <t_past> <3s>
seslendi,	ses <n> <D_lAn> <v> <t_past> <3p>
"Ödüller!	ödül <n> <D_lA> <v> <t_aor> <3p>
"Ödüller!	ödül <n> <3p>
"Ödüller!	ödül <n> <pl>
"Ödüller!	ödül <n> <pl> <3s>
"Ödüller!	ödül <n> <pl> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Ödüller!"	ödül <n> <D_lA> <v> <t_aor> <3p>
Ödüller!"	ödül <n> <3p>
Ödüller!"	ödül <n> <pl>
Ödüller!"	ödül <n> <pl> <3s>
Ödüller!"	ödül <n> <pl> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
yapacağını	yap <v> <vn_acak> <p2s> <acc> <3s>
yapacağını	yap <v> <vn_acak> <p2s> <acc> <3p>
yapacağını	yap <v> <vn_acak> <p3s> <acc>
yapacağını	yap <v> <vn_acak> <p3s> <acc> <3s>
yapacağını	yap <v> <vn_acak> <p3s> <acc> <3p>
yapacağını	yap <v> <part_acak> <p2s> <acc>
yapacağını	yap <v> <part_acak> <p2s> <acc> <3s>
yapacağını	yap <v> <part_acak> <p2s> <acc> <3p>
yapacağını	yap <v> <part_acak> <p3s> <acc>
yapacağını	yap <v> <part_acak> <p3s> <acc> <3s>
yapacağını	yap <v> <part_acak> <p3s> <acc> <3p>
bilemedi	bil <v> <abil> <neg> <t_past> <3p>
ve	ve <cnjadv>
çaresizce	çare <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adj>
çaresizce	çare <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adv>
çaresizce	çare <n> <Dnn_siz> <adj> <Djn_0> <n> <ca>
çaresizce	çare <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adj>
çaresizce	çare <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adv>
çaresizce	çare <n> <Dnn_siz> <adv> <Dan_0> <n> <ca>
elini	el <n> <p2s> <acc> <3s>
elini	el <n> <p2s> <acc> <3p>
elini	el <n> <p3s> <acc>
elini	el <n> <p3s> <acc> <3s>
elini	el <n> <p3s> <acc> <3p>
cebine	cebin <n> <dat> <3s>
cebine	cebin <n> <dat> <3p>
cebine	cep <n> <p2s> <dat>
cebine	cep <n> <p2s> <dat> <3s>
cebine	cep <n> <p2s> <dat> <3p>
cebine	cep <n> <p3s> <dat>
cebine	cep <n> <p3s> <dat> <3s>
cebine	cep <n> <p3s> <dat> <3p>
koydu	koy <n> <cpl_di> <3p>
koydu	koy <n> <3p> <cpl_di>
koydu	koy <v> <t_past> <3s>
koydu	koy <v> <t_past> <3p>
ve	ve <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
kutu	kutu <n> <3s>
kutu	kutu <n> <3p>
kutu	kut <n> <p3s>
kutu	kut <n> <p3s> <3s>
kutu	kut <n> <p3s> <3p>
kutu	kut <n> <acc>
kutu	kut <n> <acc> <3s>
kutu	kut <n> <acc> <3p>
comfits	<unk>
çıkardı	çıkar <n> <cpl_di> <3p>
çıkardı	çıkar <n> <3p> <cpl_di>
çıkardı	çıkar <v> <t_past> <3s>
çıkardı	çıkar <v> <t_past> <3p>
çıkardı	çık <v> <t_aor> <cpl_di> <3s>
çıkardı	çık <v> <t_aor> <cpl_di> <3p>
çıkardı	çık <v> <t_aor> <3p> <cpl_di>
(neyse	ney <n> <cpl_sa> <3s>
(neyse	ney <n> <cpl_sa> <3p>
(neyse	ney <n> <3p> <cpl_sa>
(neyse	ne <prn> <qst> <cpl_sa> <3s>
(neyse	ne <prn> <qst> <cpl_sa> <3p>
(neyse	ne <prn> <qst> <3p> <cpl_sa>
ki	ki <cnjadv>
tuzlu	tuz <n> <D_lI> <adj> <Djn_0> <n>
tuzlu	tuz <n> <D_lI> <adj> <Djn_0> <n> <3s>
tuzlu	tuz <n> <D_lI> <adj> <Djn_0> <n> <3p>
tuzlu	tuz <n> <D_lI> <n>
tuzlu	tuz <n> <D_lI> <n> <3s>
tuzlu	tuz <n> <D_lI> <n> <3p>
su	su <n> <3s>
su	su <n> <3p>
içine	iç <adj> <Djn_0> <n> <p2s> <dat> <3s>
içine	iç <adj> <Djn_0> <n> <p2s> <dat> <3p>
içine	iç <adj> <Djn_0> <n> <p3s> <dat>
içine	iç <adj> <Djn_0> <n> <p3s> <dat> <3s>
içine	iç <adj> <Djn_0> <n> <p3s> <dat> <3p>
içine	iç <n> <p2s> <dat>
içine	iç <n> <p2s> <dat> <3s>
içine	iç <n> <p2s> <dat> <3p>
içine	iç <n> <p3s> <dat>
içine	iç <n> <p3s> <dat> <3s>
içine	iç <n> <p3s> <dat> <3p>
girmemişti)	gir <v> <neg> <t_narr> <cpl_di> <3p>
girmemişti)	gir <v> <neg> <t_narr> <3p> <cpl_di>
ve	ve <cnjadv>
onları	onlar <prn> <pers> <p3s> <3s>
onları	onlar <prn> <pers> <p3s> <3p>
onları	onlar <prn> <pers> <acc>
onları	onlar <prn> <pers> <acc> <3s>
onları	onlar <prn> <pers> <acc> <3p>
onları	on <n> <pl> <p3s>
onları	on <n> <pl> <p3s> <3s>
onları	on <n> <pl> <p3s> <3p>
onları	on <n> <pl> <acc>
onları	on <n> <pl> <acc> <3s>
onları	on <n> <pl> <acc> <3p>
onları	on <n> <p3p>
onları	on <n> <p3p> <3s>
onları	on <n> <p3p> <3p>
onları	on <num> <Dmn_0> <n> <pl> <p3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3p>
onları	on <num> <Dmn_0> <n> <pl> <acc>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3s>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3p>
onları	on <num> <Dmn_0> <n> <p3p>
onları	on <num> <Dmn_0> <n> <p3p> <3s>
onları	on <num> <Dmn_0> <n> <p3p> <3p>
onları	o <prn> <pers> <pl> <p3s>
onları	o <prn> <pers> <pl> <p3s> <3s>
onları	o <prn> <pers> <pl> <p3s> <3p>
onları	o <prn> <pers> <pl> <acc>
onları	o <prn> <pers> <pl> <acc> <3s>
onları	o <prn> <pers> <pl> <acc> <3p>
onları	o <prn> <pers> <p3p>
onları	o <prn> <pers> <p3p> <3s>
onları	o <prn> <pers> <p3p> <3p>
ödül	ödül <n> <3s>
ödül	ödül <n> <3p>
olarak	ol <v> <cv_erek>
dağıttı.	dağıt <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Her	<unk>
yerde	yer <n> <loc>
yerde	yer <n> <loc> <3s>
yerde	yer <n> <loc> <3p>
tam	tam <adj> <Djn_0> <n>
tam	tam <adj> <Djn_0> <n> <3s>
tam	tam <adj> <Djn_0> <n> <3p>
olarak	ol <v> <cv_erek>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
kişi	kişi <n> <3s>
kişi	kişi <n> <3p>
vardı.	varit <n> <p3s> <3s>
vardı.	varit <n> <p3s> <3p>
vardı.	varit <n> <acc>
vardı.	varit <n> <acc> <3s>
vardı.	varit <n> <acc> <3p>
vardı.	var <n> <cpl_di> <3s>
vardı.	var <n> <cpl_di> <3p>
vardı.	var <n> <3p> <cpl_di>
vardı.	var <v> <t_past> <3s>
vardı.	var <v> <t_past> <3p>
vardı.	var <exist> <cpl_di> <3s>
vardı.	var <exist> <cpl_di> <3p>
vardı.	var <exist> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
"Ama	ama <cnjcoo>
"Ama	ama <cnjadv>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
da	<unk>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
ödülü	ödül <n> <p3s> <3s>
ödülü	ödül <n> <p3s> <3p>
ödülü	ödül <n> <acc>
ödülü	ödül <n> <acc> <3s>
ödülü	ödül <n> <acc> <3p>
olmalı,	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n>
olmalı,	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3s>
olmalı,	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3p>
olmalı,	ol <v> <D_mA> <n> <D_lI> <n>
olmalı,	ol <v> <D_mA> <n> <D_lI> <n> <3s>
olmalı,	ol <v> <D_mA> <n> <D_lI> <n> <3p>
olmalı,	ol <v> <t_obl> <3s>
olmalı,	ol <v> <t_obl> <3p>
biliyorsun,"	bil <v> <t_cont> <2s>
dedi	de <v> <t_past> <3p>
Fare.	fare <n> <3s>
Fare.	fare <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Elbette,"	elbette <adv> <Dan_0> <n>
"Elbette,"	elbette <adv> <Dan_0> <n> <3s>
"Elbette,"	elbette <adv> <Dan_0> <n> <3p>
"Elbette,"	elbet <adv> <Dan_0> <n> <loc>
"Elbette,"	elbet <adv> <Dan_0> <n> <loc> <3s>
"Elbette,"	elbet <adv> <Dan_0> <n> <loc> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
yanıtladı	yanıtla <v> <t_past> <3p>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3s>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3p>
Dodo	<unk>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
ciddi	ciddi <n> <3s>
ciddi	ciddi <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde.	şekil <n> <loc> <3s>
şekilde.	şekil <n> <loc> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Cebinde	cebin <n> <loc> <3s>
"Cebinde	cebin <n> <loc> <3p>
"Cebinde	cep <n> <p2s> <loc>
"Cebinde	cep <n> <p2s> <loc> <3s>
"Cebinde	cep <n> <p2s> <loc> <3p>
"Cebinde	cep <n> <p3s> <loc>
"Cebinde	cep <n> <p3s> <loc> <3s>
"Cebinde	cep <n> <p3s> <loc> <3p>
başka	başka <adj> <Djn_0> <n>
başka	başka <adj> <Djn_0> <n> <3s>
başka	başka <adj> <Djn_0> <n> <3p>
başka	başka <postp>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
var?"	var <n> <3s>
var?"	var <n> <3p>
var?"	var <v> <t_imp> <2s>
var?"	var <v> <t_imp> <3p>
var?"	var <exist> <3s>
var?"	var <exist> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti,	et <n> <cpl_di> <3p>
etti,	et <n> <3p> <cpl_di>
etti,	et <v> <t_past> <3s>
etti,	et <v> <t_past> <3p>
Alice'e	<unk>
dönerek.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Sadece	sadece <adv> <Dan_0> <n>
"Sadece	sadece <adv> <Dan_0> <n> <3s>
"Sadece	sadece <adv> <Dan_0> <n> <3p>
"Sadece	sadece <n>
"Sadece	sadece <n> <3s>
"Sadece	sadece <n> <3p>
"Sadece	sade <n> <D_CA> <adj>
"Sadece	sade <n> <D_CA> <adj> <Djn_0> <n>
"Sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Sadece	sade <n> <D_CA> <adv>
"Sadece	sade <n> <D_CA> <adv> <Dan_0> <n>
"Sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3p>
