<S> <S>+BSTag
"Ah!	ah <n> <3s>
"Ah!	ah <n> <3p>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
aceleyle.	acele <adj> <Djn_0> <n> <ins> <3s>
aceleyle.	acele <adj> <Djn_0> <n> <ins> <3p>
aceleyle.	acele <adv> <Dan_0> <n> <ins>
aceleyle.	acele <adv> <Dan_0> <n> <ins> <3s>
aceleyle.	acele <adv> <Dan_0> <n> <ins> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"İlk	<unk>
gün	gün <n> <3s>
gün	gün <n> <3p>
on	on <n> <3s>
on	on <n> <3p>
on	on <v> <t_imp> <2s>
on	on <v> <t_imp> <3p>
on	on <num>
on	on <num> <Dmn_0> <n>
on	on <num> <Dmn_0> <n> <3s>
on	on <num> <Dmn_0> <n> <3p>
saat,"	saat <n> <3s>
saat,"	saat <n> <3p>
dedi	de <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa:	kaplumbağa <n> <3s>
Kaplumbağa:	kaplumbağa <n> <3p>
"Ertesi	erte <n> <p3s> <3s>
"Ertesi	erte <n> <p3s> <3p>
gün	gün <n> <3s>
gün	gün <n> <3p>
dokuz	dokuz <n> <3s>
dokuz	dokuz <n> <3p>
dokuz	dokuz <num>
dokuz	dokuz <num> <Dmn_0> <n>
dokuz	dokuz <num> <Dmn_0> <n> <3s>
dokuz	dokuz <num> <Dmn_0> <n> <3p>
dokuz	dok <n> <1p>
saat,	saat <n> <3s>
saat,	saat <n> <3p>
vb."	<unk>
"Ne	ne <prn> <qst> <3s>
"Ne	ne <prn> <qst> <3p>
"Ne	ne <cnjcoo>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
plan!"	plan <n> <3s>
plan!"	plan <n> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
haykırdı	haykır <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
yüzden	yüzde <n> <p2s> <3s>
yüzden	yüzde <n> <p2s> <3p>
yüzden	yüz <n> <abl>
yüzden	yüz <n> <abl> <3s>
yüzden	yüz <n> <abl> <3p>
yüzden	yüz <v> <cv_dan>
yüzden	yüz <num> <Dmn_0> <n> <abl>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3s>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3p>
onlara	onlar <prn> <pers> <dat> <3s>
onlara	onlar <prn> <pers> <dat> <3p>
onlara	on <n> <pl> <dat>
onlara	on <n> <pl> <dat> <3s>
onlara	on <n> <pl> <dat> <3p>
onlara	on <num> <Dmn_0> <n> <pl> <dat>
onlara	on <num> <Dmn_0> <n> <pl> <dat> <3s>
onlara	on <num> <Dmn_0> <n> <pl> <dat> <3p>
onlara	o <prn> <pers> <pl> <dat>
onlara	o <prn> <pers> <pl> <dat> <3s>
onlara	o <prn> <pers> <pl> <dat> <3p>
ders	ders <n> <3s>
ders	ders <n> <3p>
deniyor,"	dene <v> <t_cont> <3p>
deniyor,"	dene <v> <cv_iyor>
deniyor,"	de <v> <pass> <t_cont> <3s>
deniyor,"	de <v> <pass> <t_cont> <3p>
deniyor,"	de <v> <pass> <cv_iyor>
dedi	de <v> <t_past> <3p>
Gryphon:	<unk>
"çünkü	çünkü <cnjadv>
her	<unk>
gün	gün <n> <3s>
gün	gün <n> <3p>
azalıyorlar."	aza <n> <D_lA> <v> <t_cont> <3p>
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
oldukça	<unk>
yeni	yeni <adj> <Djn_0> <n>
yeni	yeni <adj> <Djn_0> <n> <3s>
yeni	yeni <adj> <Djn_0> <n> <3p>
yeni	yen <n> <p3s>
yeni	yen <n> <p3s> <3s>
yeni	yen <n> <p3s> <3p>
yeni	yen <n> <acc>
yeni	yen <n> <acc> <3s>
yeni	yen <n> <acc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
fikirdi	fikir <n> <cpl_di> <3p>
fikirdi	fikir <n> <3p> <cpl_di>
ve	ve <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sonraki	<unk>
sözünü	söz <n> <p2s> <acc> <3s>
sözünü	söz <n> <p2s> <acc> <3p>
sözünü	söz <n> <p3s> <acc>
sözünü	söz <n> <p3s> <acc> <3s>
sözünü	söz <n> <p3s> <acc> <3p>
yapmadan	yapma <adj> <Djn_0> <n> <abl> <3s>
yapmadan	yapma <adj> <Djn_0> <n> <abl> <3p>
yapmadan	yap <v> <D_mA> <n> <abl>
yapmadan	yap <v> <D_mA> <n> <abl> <3s>
yapmadan	yap <v> <D_mA> <n> <abl> <3p>
yapmadan	yap <v> <neg> <cv_dan>
yapmadan	yap <v> <vn_ma> <abl>
yapmadan	yap <v> <vn_ma> <abl> <3s>
yapmadan	yap <v> <vn_ma> <abl> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
düşündü.	düşün <n> <cpl_di> <3p>
düşündü.	düşün <n> <3p> <cpl_di>
düşündü.	düşün <v> <t_past> <3s>
düşündü.	düşün <v> <t_past> <3p>
düşündü.	düş <n> <p2s> <cpl_di> <3s>
düşündü.	düş <n> <p2s> <cpl_di> <3p>
düşündü.	düş <n> <p2s> <3p> <cpl_di>
düşündü.	düş <n> <gen> <cpl_di> <3s>
düşündü.	düş <n> <gen> <cpl_di> <3p>
düşündü.	düş <n> <gen> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"O	o <prn> <pers> <3s>
"O	o <prn> <pers> <3p>
"O	o <ij>
"O	o <det>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
on	on <n> <3s>
on	on <n> <3p>
on	on <v> <t_imp> <2s>
on	on <v> <t_imp> <3p>
on	on <num>
on	on <num> <Dmn_0> <n>
on	on <num> <Dmn_0> <n> <3s>
on	on <num> <Dmn_0> <n> <3p>
birinci	bir <num> <D_IncI> <adj> <Djn_0> <n>
birinci	bir <num> <D_IncI> <adj> <Djn_0> <n> <3s>
birinci	bir <num> <D_IncI> <adj> <Djn_0> <n> <3p>
gün	gün <n> <3s>
gün	gün <n> <3p>
tatil	tatil <n> <3s>
tatil	tatil <n> <3p>
olmalı?"	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n>
olmalı?"	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3s>
olmalı?"	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3p>
olmalı?"	ol <v> <D_mA> <n> <D_lI> <n>
olmalı?"	ol <v> <D_mA> <n> <D_lI> <n> <3s>
olmalı?"	ol <v> <D_mA> <n> <D_lI> <n> <3p>
olmalı?"	ol <v> <t_obl> <3s>
olmalı?"	ol <v> <t_obl> <3p>
"Elbette	elbette <adv> <Dan_0> <n>
"Elbette	elbette <adv> <Dan_0> <n> <3s>
"Elbette	elbette <adv> <Dan_0> <n> <3p>
"Elbette	elbet <adv> <Dan_0> <n> <loc>
"Elbette	elbet <adv> <Dan_0> <n> <loc> <3s>
"Elbette	elbet <adv> <Dan_0> <n> <loc> <3p>
öyleydi,"	öyle <adj> <Djn_0> <n> <cpl_di> <3p>
öyleydi,"	öyle <adj> <Djn_0> <n> <3p> <cpl_di>
öyleydi,"	öyle <adv> <Dan_0> <n> <cpl_di> <3s>
öyleydi,"	öyle <adv> <Dan_0> <n> <cpl_di> <3p>
öyleydi,"	öyle <adv> <Dan_0> <n> <3p> <cpl_di>
dedi	de <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa.	kaplumbağa <n> <3s>
Kaplumbağa.	kaplumbağa <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Peki	peki <cnjadv>
"Peki	pek <adj> <Djn_0> <n> <p3s>
"Peki	pek <adj> <Djn_0> <n> <p3s> <3s>
"Peki	pek <adj> <Djn_0> <n> <p3s> <3p>
"Peki	pek <adj> <Djn_0> <n> <acc>
"Peki	pek <adj> <Djn_0> <n> <acc> <3s>
"Peki	pek <adj> <Djn_0> <n> <acc> <3p>
"Peki	pek <adv> <Dan_0> <n> <p3s>
"Peki	pek <adv> <Dan_0> <n> <p3s> <3s>
"Peki	pek <adv> <Dan_0> <n> <p3s> <3p>
"Peki	pek <adv> <Dan_0> <n> <acc>
"Peki	pek <adv> <Dan_0> <n> <acc> <3s>
"Peki	pek <adv> <Dan_0> <n> <acc> <3p>
on	on <n> <3s>
on	on <n> <3p>
on	on <v> <t_imp> <2s>
on	on <v> <t_imp> <3p>
on	on <num>
on	on <num> <Dmn_0> <n>
on	on <num> <Dmn_0> <n> <3s>
on	on <num> <Dmn_0> <n> <3p>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n> <3s>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n> <3p>
günü	günü <n> <3s>
günü	günü <n> <3p>
günü	gün <n> <p3s>
günü	gün <n> <p3s> <3s>
günü	gün <n> <p3s> <3p>
günü	gün <n> <acc>
günü	gün <n> <acc> <3s>
günü	gün <n> <acc> <3p>
nasıl	nasıl <adv> <Dan_0> <n>
nasıl	nasıl <adv> <Dan_0> <n> <3s>
nasıl	nasıl <adv> <Dan_0> <n> <3p>
idare	idare <n> <3s>
idare	idare <n> <3p>
ettin?"	et <v> <t_past> <2s>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti	et <n> <cpl_di> <3p>
etti	et <n> <3p> <cpl_di>
etti	et <v> <t_past> <3s>
etti	et <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
hevesle.	heves <n> <D_lA> <v> <t_imp> <3p>
hevesle.	heves <n> <ins>
hevesle.	heves <n> <ins> <3s>
hevesle.	heves <n> <ins> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Dersler	ders <n> <D_lA> <v> <t_aor> <3p>
"Dersler	ders <n> <3p>
"Dersler	ders <n> <pl>
"Dersler	ders <n> <pl> <3s>
"Dersler	ders <n> <pl> <3p>
hakkında	hak <n> <p2s> <loc> <3s>
hakkında	hak <n> <p2s> <loc> <3p>
hakkında	hak <n> <p3s> <loc>
hakkında	hak <n> <p3s> <loc> <3s>
hakkında	hak <n> <p3s> <loc> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
kadar	<unk>
yeter,"	yeter <adj> <Djn_0> <n>
yeter,"	yeter <adj> <Djn_0> <n> <3s>
yeter,"	yeter <adj> <Djn_0> <n> <3p>
yeter,"	yeter <cnjadv>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sözünü	söz <n> <p2s> <acc> <3s>
sözünü	söz <n> <p2s> <acc> <3p>
sözünü	söz <n> <p3s> <acc>
sözünü	söz <n> <p3s> <acc> <3s>
sözünü	söz <n> <p3s> <acc> <3p>
kesti	kes <n> <cpl_di> <3p>
kesti	kes <n> <3p> <cpl_di>
kesti	kes <v> <t_past> <3s>
kesti	kes <v> <t_past> <3p>
Gryphon	<unk>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
kararlı	karar <adj> <D_lI> <adj> <Djn_0> <n>
kararlı	karar <adj> <D_lI> <adj> <Djn_0> <n> <3s>
kararlı	karar <adj> <D_lI> <adj> <Djn_0> <n> <3p>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3s>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3p>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <n>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <n> <3s>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <n> <3p>
kararlı	karar <n> <D_lI> <adj>
kararlı	karar <n> <D_lI> <adj> <Djn_0> <n>
kararlı	karar <n> <D_lI> <adj> <Djn_0> <n> <3s>
kararlı	karar <n> <D_lI> <adj> <Djn_0> <n> <3p>
kararlı	karar <n> <D_lI> <n>
kararlı	karar <n> <D_lI> <n> <3s>
kararlı	karar <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
tonla:	ton <n> <D_lA> <v> <t_imp> <3p>
tonla:	ton <n> <ins>
tonla:	ton <n> <ins> <3s>
tonla:	ton <n> <ins> <3p>
"Şimdi	şimdi <adv> <Dan_0> <n>
"Şimdi	şimdi <adv> <Dan_0> <n> <3s>
"Şimdi	şimdi <adv> <Dan_0> <n> <3p>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
oyunlar	oyun <n> <D_lA> <v> <t_aor> <3p>
oyunlar	oyun <n> <3p>
oyunlar	oyun <n> <pl>
oyunlar	oyun <n> <pl> <3s>
oyunlar	oyun <n> <pl> <3p>
oyunlar	oy <n> <p2s> <3p>
oyunlar	oy <n> <gen> <3p>
hakkında	hak <n> <p2s> <loc> <3s>
hakkında	hak <n> <p2s> <loc> <3p>
hakkında	hak <n> <p3s> <loc>
hakkında	hak <n> <p3s> <loc> <3s>
hakkında	hak <n> <p3s> <loc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şeyler	şey <n> <D_lA> <v> <t_aor> <3p>
şeyler	şey <n> <3p>
şeyler	şey <n> <pl>
şeyler	şey <n> <pl> <3s>
şeyler	şey <n> <pl> <3p>
anlat."	anlat <v> <t_imp> <3p>
anlat."	anla <v> <caus> <t_imp> <2s>
anlat."	anla <v> <caus> <t_imp> <3p>
BÖLÜM	bölüm <n> <3s>
BÖLÜM	bölüm <n> <3p>
BÖLÜM	bölü <n> <p1s>
BÖLÜM	bölü <n> <p1s> <3s>
BÖLÜM	bölü <n> <p1s> <3p>
X.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Istakoz	<unk>
Quadrille	<unk>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa	kaplumbağa <n> <3s>
Kaplumbağa	kaplumbağa <n> <3p>
derin	derin <adj> <Djn_0> <n>
derin	derin <adj> <Djn_0> <n> <3s>
derin	derin <adj> <Djn_0> <n> <3p>
derin	deri <n> <p2s>
derin	deri <n> <p2s> <3s>
derin	deri <n> <p2s> <3p>
derin	der <v> <t_imp> <2p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
iç	iç <adj> <Djn_0> <n>
iç	iç <adj> <Djn_0> <n> <3s>
iç	iç <adj> <Djn_0> <n> <3p>
iç	iç <n>
iç	iç <n> <3s>
iç	iç <n> <3p>
iç	iç <v> <t_imp> <2s>
iç	iç <v> <t_imp> <3p>
çekti	çek <n> <cpl_di> <3p>
çekti	çek <n> <3p> <cpl_di>
çekti	çek <v> <t_past> <3s>
çekti	çek <v> <t_past> <3p>
ve	ve <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
flapper'ın	<unk>
arkasını	arka <adj> <Djn_0> <n> <p3s> <acc> <3s>
arkasını	arka <adj> <Djn_0> <n> <p3s> <acc> <3p>
arkasını	arka <n> <p3s> <acc>
arkasını	arka <n> <p3s> <acc> <3s>
arkasını	arka <n> <p3s> <acc> <3p>
gözlerinin	göz <n> <pl> <p2s> <gen> <3s>
gözlerinin	göz <n> <pl> <p2s> <gen> <3p>
gözlerinin	göz <n> <pl> <p3s> <gen>
gözlerinin	göz <n> <pl> <p3s> <gen> <3s>
gözlerinin	göz <n> <pl> <p3s> <gen> <3p>
gözlerinin	göz <n> <p3p> <gen>
gözlerinin	göz <n> <p3p> <gen> <3s>
gözlerinin	göz <n> <p3p> <gen> <3p>
üzerine	üzeri <n> <p2s> <dat>
üzerine	üzeri <n> <p2s> <dat> <3s>
üzerine	üzeri <n> <p2s> <dat> <3p>
üzerine	üzer <n> <p2s> <dat>
üzerine	üzer <n> <p2s> <dat> <3s>
üzerine	üzer <n> <p2s> <dat> <3p>
üzerine	üzer <n> <p3s> <dat>
üzerine	üzer <n> <p3s> <dat> <3s>
üzerine	üzer <n> <p3s> <dat> <3p>
çekti.	çek <n> <cpl_di> <3p>
çekti.	çek <n> <3p> <cpl_di>
çekti.	çek <v> <t_past> <3s>
çekti.	çek <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice'e	<unk>
baktı	bak <v> <t_past> <3p>
ve	ve <cnjadv>
konuşmaya	konuşma <adj> <Djn_0> <n> <dat> <3s>
konuşmaya	konuşma <adj> <Djn_0> <n> <dat> <3p>
konuşmaya	konuş <v> <D_mA> <n> <dat>
konuşmaya	konuş <v> <D_mA> <n> <dat> <3s>
konuşmaya	konuş <v> <D_mA> <n> <dat> <3p>
konuşmaya	konuş <v> <neg> <t_opt> <3s>
konuşmaya	konuş <v> <neg> <t_opt> <3p>
konuşmaya	konuş <v> <vn_ma> <dat>
konuşmaya	konuş <v> <vn_ma> <dat> <3s>
konuşmaya	konuş <v> <vn_ma> <dat> <3p>
konuşmaya	konuş <v> <vn_mak> <dat>
konuşmaya	konuş <v> <vn_mak> <dat> <3s>
konuşmaya	konuş <v> <vn_mak> <dat> <3p>
konuşmaya	konuş <v> <vinf> <dat>
çalıştı,	çalış <v> <t_past> <3p>
çalıştı,	çal <v> <D_yIS> <n> <cpl_di> <3s>
çalıştı,	çal <v> <D_yIS> <n> <cpl_di> <3p>
çalıştı,	çal <v> <D_yIS> <n> <3p> <cpl_di>
çalıştı,	çal <v> <vn_yis> <cpl_di> <3s>
çalıştı,	çal <v> <vn_yis> <cpl_di> <3p>
çalıştı,	çal <v> <vn_yis> <3p> <cpl_di>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
dakika	dakika <n> <3s>
dakika	dakika <n> <3p>
boyunca	boyun <n> <D_CA> <adj>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3p>
boyunca	boyun <n> <D_CA> <adv>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3p>
boyunca	boyun <n> <D_CA> <n>
boyunca	boyun <n> <D_CA> <n> <3s>
boyunca	boyun <n> <D_CA> <n> <3p>
boyunca	boyun <n> <ca>
boyunca	boy <n> <p2s> <ca>
boyunca	boy <n> <p3s> <ca>
hıçkırıklar	hıçkırık <n> <D_lA> <v> <t_aor> <3p>
hıçkırıklar	hıçkırık <n> <3p>
hıçkırıklar	hıçkırık <n> <pl>
hıçkırıklar	hıçkırık <n> <pl> <3s>
hıçkırıklar	hıçkırık <n> <pl> <3p>
sesini	ses <n> <p2s> <acc> <3s>
sesini	ses <n> <p2s> <acc> <3p>
sesini	ses <n> <p3s> <acc>
sesini	ses <n> <p3s> <acc> <3s>
sesini	ses <n> <p3s> <acc> <3p>
boğdu.	boğ <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Sanki	sanki <adv> <Dan_0> <n>
"Sanki	sanki <adv> <Dan_0> <n> <3s>
"Sanki	sanki <adv> <Dan_0> <n> <3p>
boğazında	boğaz <n> <p2s> <loc> <3s>
boğazında	boğaz <n> <p2s> <loc> <3p>
boğazında	boğaz <n> <p3s> <loc>
boğazında	boğaz <n> <p3s> <loc> <3s>
boğazında	boğaz <n> <p3s> <loc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
kemik	kemik <n> <3s>
kemik	kemik <n> <3p>
varmış	var <n> <cpl_mis> <3p>
varmış	var <n> <3p> <cpl_mis>
varmış	var <v> <t_narr> <3s>
varmış	var <v> <t_narr> <3p>
varmış	var <v> <cv_mis>
varmış	var <exist> <cpl_mis> <3s>
varmış	var <exist> <cpl_mis> <3p>
varmış	var <exist> <3p> <cpl_mis>
gibi,"	gibi <cnjsub>
dedi	de <v> <t_past> <3p>
Gryphon:	<unk>
ve	ve <cnjadv>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
