<S> <S>+BSTag
"Gündüz	gündüz <n> <3s>
"Gündüz	gündüz <n> <3p>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <vn_ma> <dat> <3s>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <vn_ma> <dat> <3p>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <vn_mak> <dat>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <vn_mak> <dat> <3s>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <vn_mak> <dat> <3p>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <vinf> <dat>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <neg> <t_opt> <3s>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <neg> <t_opt> <3p>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <dat>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <dat> <3s>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <dat> <3p>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_mak> <dat>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_mak> <dat> <3s>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_mak> <dat> <3p>
düzleştirmeye	düz <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vinf> <dat>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti,	et <n> <cpl_di> <3p>
etti,	et <n> <3p> <cpl_di>
etti,	et <v> <t_past> <3s>
etti,	et <v> <t_past> <3p>
böylece	böylece <adv> <Dan_0> <n>
böylece	böylece <adv> <Dan_0> <n> <3s>
böylece	böylece <adv> <Dan_0> <n> <3p>
böylece	böyle <adj> <D_CA> <adj>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3p>
ilk	ilk <adj> <Djn_0> <n>
ilk	ilk <adj> <Djn_0> <n> <3s>
ilk	ilk <adj> <Djn_0> <n> <3p>
ilk	ilk <adv>
ilk	ilk <adv> <Dan_0> <n>
ilk	ilk <adv> <Dan_0> <n> <3s>
ilk	ilk <adv> <Dan_0> <n> <3p>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
dakika	dakika <n> <3s>
dakika	dakika <n> <3p>
boyunca	boyun <n> <D_CA> <adj>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3p>
boyunca	boyun <n> <D_CA> <adv>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3p>
boyunca	boyun <n> <D_CA> <n>
boyunca	boyun <n> <D_CA> <n> <3s>
boyunca	boyun <n> <D_CA> <n> <3p>
boyunca	boyun <n> <ca>
boyunca	boy <n> <p2s> <ca>
boyunca	boy <n> <p3s> <ca>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
tutmak	tut <v> <vn_mak> <3s>
tutmak	tut <v> <vn_mak> <3p>
tutmak	tut <v> <vinf>
tutmak	tut <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
yapabileceği	yap <v> <abil> <vn_acak> <p3s> <3s>
yapabileceği	yap <v> <abil> <vn_acak> <p3s> <3p>
yapabileceği	yap <v> <abil> <vn_acak> <acc>
yapabileceği	yap <v> <abil> <vn_acak> <acc> <3s>
yapabileceği	yap <v> <abil> <vn_acak> <acc> <3p>
yapabileceği	yap <v> <abil> <part_acak> <p3s>
yapabileceği	yap <v> <abil> <part_acak> <p3s> <3s>
yapabileceği	yap <v> <abil> <part_acak> <p3s> <3p>
yapabileceği	yap <v> <abil> <part_acak> <acc>
yapabileceği	yap <v> <abil> <part_acak> <acc> <3s>
yapabileceği	yap <v> <abil> <part_acak> <acc> <3p>
yapabileceği	yap <v> <abil> <cv_acak> <p3s>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
şeydi.	şey <n> <cpl_di> <3p>
şeydi.	şey <n> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
Onu	on <n> <p3s> <3s>
Onu	on <n> <p3s> <3p>
Onu	on <n> <acc>
Onu	on <n> <acc> <3s>
Onu	on <n> <acc> <3p>
Onu	on <num> <Dmn_0> <n> <p3s>
Onu	on <num> <Dmn_0> <n> <p3s> <3s>
Onu	on <num> <Dmn_0> <n> <p3s> <3p>
Onu	on <num> <Dmn_0> <n> <acc>
Onu	on <num> <Dmn_0> <n> <acc> <3s>
Onu	on <num> <Dmn_0> <n> <acc> <3p>
Onu	o <prn> <pers> <p3s>
Onu	o <prn> <pers> <p3s> <3s>
Onu	o <prn> <pers> <p3s> <3p>
Onu	o <prn> <pers> <acc>
Onu	o <prn> <pers> <acc> <3s>
Onu	o <prn> <pers> <acc> <3p>
emzirmenin	emzir <v> <D_mA> <n> <p2s> <gen> <3s>
emzirmenin	emzir <v> <D_mA> <n> <p2s> <gen> <3p>
emzirmenin	emzir <v> <D_mA> <n> <gen>
emzirmenin	emzir <v> <D_mA> <n> <gen> <3s>
emzirmenin	emzir <v> <D_mA> <n> <gen> <3p>
emzirmenin	emzir <v> <vn_ma> <p2s> <gen>
emzirmenin	emzir <v> <vn_ma> <p2s> <gen> <3s>
emzirmenin	emzir <v> <vn_ma> <p2s> <gen> <3p>
emzirmenin	emzir <v> <vn_ma> <gen>
emzirmenin	emzir <v> <vn_ma> <gen> <3s>
emzirmenin	emzir <v> <vn_ma> <gen> <3p>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
yolunu	yol <n> <p2s> <acc> <3s>
yolunu	yol <n> <p2s> <acc> <3p>
yolunu	yol <n> <p3s> <acc>
yolunu	yol <n> <p3s> <acc> <3s>
yolunu	yol <n> <p3s> <acc> <3p>
bulur	bul <v> <t_aor> <3p>
bulmaz	bul <v> <neg> <t_aor> <3p>
(ki	ki <cnjadv>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
tür	tür <n> <3s>
tür	tür <n> <3p>
düğüm	düğüm <n> <3s>
düğüm	düğüm <n> <3p>
düğüm	düğü <n> <p1s>
düğüm	düğü <n> <p1s> <3s>
düğüm	düğü <n> <p1s> <3p>
haline	hal <n> <p2s> <dat> <3s>
haline	hal <n> <p2s> <dat> <3p>
haline	hal <n> <p3s> <dat>
haline	hal <n> <p3s> <dat> <3s>
haline	hal <n> <p3s> <dat> <3p>
getirmek	getir <v> <vn_mak> <3s>
getirmek	getir <v> <vn_mak> <3p>
getirmek	getir <v> <vinf>
getirmek	getir <v> <cv_mak>
ve	ve <cnjadv>
sonra	sonra <adv> <Dan_0> <n>
sonra	sonra <adv> <Dan_0> <n> <3s>
sonra	sonra <adv> <Dan_0> <n> <3p>
sonra	sonra <n>
sonra	sonra <n> <3s>
sonra	sonra <n> <3p>
sonra	sonra <postp>
sonra	sonra <cnjadv>
sağ	sağ <adj> <Djn_0> <n>
sağ	sağ <adj> <Djn_0> <n> <3s>
sağ	sağ <adj> <Djn_0> <n> <3p>
sağ	sağ <n>
sağ	sağ <n> <3s>
sağ	sağ <n> <3p>
sağ	sağ <v> <t_imp> <2s>
sağ	sağ <v> <t_imp> <3p>
kulağını	kulak <n> <p2s> <acc> <3s>
kulağını	kulak <n> <p2s> <acc> <3p>
kulağını	kulak <n> <p3s> <acc>
kulağını	kulak <n> <p3s> <acc> <3s>
kulağını	kulak <n> <p3s> <acc> <3p>
ve	ve <cnjadv>
sol	sol <adj> <Djn_0> <n>
sol	sol <adj> <Djn_0> <n> <3s>
sol	sol <adj> <Djn_0> <n> <3p>
sol	sol <n>
sol	sol <n> <3s>
sol	sol <n> <3p>
sol	sol <v> <t_imp> <2s>
sol	sol <v> <t_imp> <3p>
ayağını	ayak <n> <p2s> <acc> <3s>
ayağını	ayak <n> <p2s> <acc> <3p>
ayağını	ayak <n> <p3s> <acc>
ayağını	ayak <n> <p3s> <acc> <3s>
ayağını	ayak <n> <p3s> <acc> <3p>
sıkıca	sıkı <adj> <D_CA> <adj> <Djn_0> <n>
sıkıca	sıkı <adj> <D_CA> <adj> <Djn_0> <n> <3s>
sıkıca	sıkı <adj> <D_CA> <adj> <Djn_0> <n> <3p>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <n>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <n> <3s>
sıkıca	sıkı <adj> <Djn_0> <n> <D_CA> <n> <3p>
tutmaktı,	tut <v> <vn_mak> <cpl_di> <3p>
tutmaktı,	tut <v> <vn_mak> <3p> <cpl_di>
böylece	böylece <adv> <Dan_0> <n>
böylece	böylece <adv> <Dan_0> <n> <3s>
böylece	böylece <adv> <Dan_0> <n> <3p>
böylece	böyle <adj> <D_CA> <adj>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3s>
böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3s>
böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3p>
kendini	kendi <n> <p2s> <acc> <3s>
kendini	kendi <n> <p2s> <acc> <3p>
kendini	kendi <prn> <p2s> <acc>
kendini	kendi <prn> <p2s> <acc> <3s>
kendini	kendi <prn> <p2s> <acc> <3p>
bozmasını	boz <v> <D_mA> <n> <p3s> <acc> <3s>
bozmasını	boz <v> <D_mA> <n> <p3s> <acc> <3p>
bozmasını	boz <v> <vn_ma> <p3s> <acc>
bozmasını	boz <v> <vn_ma> <p3s> <acc> <3s>
bozmasını	boz <v> <vn_ma> <p3s> <acc> <3p>
önlemek	önle <v> <vn_mak> <3s>
önlemek	önle <v> <vn_mak> <3p>
önlemek	önle <v> <vinf>
önlemek	önle <v> <cv_mak>
önlemek	ön <n> <D_lA> <v> <vn_mak>
önlemek	ön <n> <D_lA> <v> <vn_mak> <3s>
önlemek	ön <n> <D_lA> <v> <vn_mak> <3p>
önlemek	ön <n> <D_lA> <v> <vinf>
önlemek	ön <n> <D_lA> <v> <cv_mak>
için)	için <cnjcoo>
için)	iç <adj> <Djn_0> <n> <p2s>
için)	iç <adj> <Djn_0> <n> <p2s> <3s>
için)	iç <adj> <Djn_0> <n> <p2s> <3p>
için)	iç <adj> <Djn_0> <n> <gen>
için)	iç <adj> <Djn_0> <n> <gen> <3s>
için)	iç <adj> <Djn_0> <n> <gen> <3p>
için)	iç <n> <p2s>
için)	iç <n> <p2s> <3s>
için)	iç <n> <p2s> <3p>
için)	iç <n> <gen>
için)	iç <n> <gen> <3s>
için)	iç <n> <gen> <3p>
için)	iç <v> <t_imp> <2p>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
açık	açık <adj> <Djn_0> <n>
açık	açık <adj> <Djn_0> <n> <3s>
açık	açık <adj> <Djn_0> <n> <3p>
açık	açık <adv>
açık	açık <adv> <Dan_0> <n>
açık	açık <adv> <Dan_0> <n> <3s>
açık	açık <adv> <Dan_0> <n> <3p>
açık	açık <n>
açık	açık <n> <3s>
açık	açık <n> <3p>
havaya	hava <n> <dat> <3s>
havaya	hava <n> <dat> <3p>
taşıdı.	taşı <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
çocuğu	çocuk <n> <p3s> <3s>
çocuğu	çocuk <n> <p3s> <3p>
çocuğu	çocuk <n> <acc>
çocuğu	çocuk <n> <acc> <3s>
çocuğu	çocuk <n> <acc> <3p>
yanımda	yan <n> <p1s> <loc> <3s>
yanımda	yan <n> <p1s> <loc> <3p>
götürmezsem,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
düşündü	düşün <n> <cpl_di> <3p>
düşündü	düşün <n> <3p> <cpl_di>
düşündü	düşün <v> <t_past> <3s>
düşündü	düşün <v> <t_past> <3p>
düşündü	düş <n> <p2s> <cpl_di> <3s>
düşündü	düş <n> <p2s> <cpl_di> <3p>
düşündü	düş <n> <p2s> <3p> <cpl_di>
düşündü	düş <n> <gen> <cpl_di> <3s>
düşündü	düş <n> <gen> <cpl_di> <3p>
düşündü	düş <n> <gen> <3p> <cpl_di>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
"bir	bir <adj> <Djn_0> <n>
"bir	bir <adj> <Djn_0> <n> <3s>
"bir	bir <adj> <Djn_0> <n> <3p>
"bir	bir <num>
"bir	bir <num> <Dmn_0> <n>
"bir	bir <num> <Dmn_0> <n> <3s>
"bir	bir <num> <Dmn_0> <n> <3p>
"bir	bir <det>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
gün	gün <n> <3s>
gün	gün <n> <3p>
içinde	içinde <adv> <Dan_0> <n>
içinde	içinde <adv> <Dan_0> <n> <3s>
içinde	içinde <adv> <Dan_0> <n> <3p>
içinde	iç <adj> <Djn_0> <n> <p2s> <loc>
içinde	iç <adj> <Djn_0> <n> <p2s> <loc> <3s>
içinde	iç <adj> <Djn_0> <n> <p2s> <loc> <3p>
içinde	iç <adj> <Djn_0> <n> <p3s> <loc>
içinde	iç <adj> <Djn_0> <n> <p3s> <loc> <3s>
içinde	iç <adj> <Djn_0> <n> <p3s> <loc> <3p>
içinde	iç <n> <p2s> <loc>
içinde	iç <n> <p2s> <loc> <3s>
içinde	iç <n> <p2s> <loc> <3p>
içinde	iç <n> <p3s> <loc>
içinde	iç <n> <p3s> <loc> <3s>
içinde	iç <n> <p3s> <loc> <3p>
öldürecekler:	öl <v> <caus> <vn_acak> <3p>
öldürecekler:	öl <v> <caus> <vn_acak> <pl>
öldürecekler:	öl <v> <caus> <vn_acak> <pl> <3s>
öldürecekler:	öl <v> <caus> <vn_acak> <pl> <3p>
öldürecekler:	öl <v> <caus> <part_acak> <3p>
öldürecekler:	öl <v> <caus> <part_acak> <pl>
öldürecekler:	öl <v> <caus> <part_acak> <pl> <3s>
öldürecekler:	öl <v> <caus> <part_acak> <pl> <3p>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
geride	geri <adv> <Dan_0> <n> <loc> <3s>
geride	geri <adv> <Dan_0> <n> <loc> <3p>
geride	geri <n> <loc>
geride	geri <n> <loc> <3s>
geride	geri <n> <loc> <3p>
bırakmak	bırak <v> <vn_mak> <3s>
bırakmak	bırak <v> <vn_mak> <3p>
bırakmak	bırak <v> <vinf>
bırakmak	bırak <v> <cv_mak>
cinayet	cinayet <n> <3s>
cinayet	cinayet <n> <3p>
olmaz	ol <v> <neg> <t_aor> <3p>
mı?"	<unk>
Son	son <adj> <Djn_0> <n>
Son	son <adj> <Djn_0> <n> <3s>
Son	son <adj> <Djn_0> <n> <3p>
Son	son <n>
Son	son <n> <3s>
Son	son <n> <3p>
sözleri	söz <n> <pl> <p3s> <3s>
sözleri	söz <n> <pl> <p3s> <3p>
sözleri	söz <n> <pl> <acc>
sözleri	söz <n> <pl> <acc> <3s>
sözleri	söz <n> <pl> <acc> <3p>
sözleri	söz <n> <p3p>
sözleri	söz <n> <p3p> <3s>
sözleri	söz <n> <p3p> <3p>
yüksek	yüksek <adj> <Djn_0> <n>
yüksek	yüksek <adj> <Djn_0> <n> <3s>
yüksek	yüksek <adj> <Djn_0> <n> <3p>
yüksek	yük <n> <cpl_sa> <1p>
sesle	sesle <v> <t_imp> <3p>
sesle	ses <n> <D_lA> <v> <t_imp> <2s>
sesle	ses <n> <D_lA> <v> <t_imp> <3p>
sesle	ses <n> <ins>
sesle	ses <n> <ins> <3s>
sesle	ses <n> <ins> <3p>
söyledi	söyle <v> <t_past> <3p>
ve	ve <cnjadv>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
şey	şey <n> <3s>
şey	şey <n> <3p>
cevap	cevap <n> <3s>
cevap	cevap <n> <3p>
olarak	ol <v> <cv_erek>
homurdandı	homurdan <v> <t_past> <3p>
(bu	bu <prn> <dem> <3s>
(bu	bu <prn> <dem> <3p>
(bu	bu <det>
sırada	sıra <n> <loc> <3s>
sırada	sıra <n> <loc> <3p>
hapşırmayı	hapşır <v> <D_mA> <n> <acc> <3s>
hapşırmayı	hapşır <v> <D_mA> <n> <acc> <3p>
hapşırmayı	hapşır <v> <vn_ma> <acc>
hapşırmayı	hapşır <v> <vn_ma> <acc> <3s>
hapşırmayı	hapşır <v> <vn_ma> <acc> <3p>
hapşırmayı	hapşır <v> <vn_mak> <acc>
hapşırmayı	hapşır <v> <vn_mak> <acc> <3s>
hapşırmayı	hapşır <v> <vn_mak> <acc> <3p>
hapşırmayı	hapşır <v> <vinf> <p3s>
hapşırmayı	hapşır <v> <vinf> <acc>
bırakmıştı).	bırak <v> <t_narr> <cpl_di> <3p>
bırakmıştı).	bırak <v> <t_narr> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Homurdanma,"	homurdan <v> <D_mA> <n> <3s>
"Homurdanma,"	homurdan <v> <D_mA> <n> <3p>
"Homurdanma,"	homurdan <v> <neg> <t_imp> <2s>
"Homurdanma,"	homurdan <v> <neg> <t_imp> <3p>
"Homurdanma,"	homurdan <v> <vn_ma>
"Homurdanma,"	homurdan <v> <vn_ma> <3s>
"Homurdanma,"	homurdan <v> <vn_ma> <3p>
"Homurdanma,"	homurdan <v> <cv_ma>
dedi	de <v> <t_past> <3p>
Alice;	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice;	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice;	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice;	ali <n> <D_CA> <adv>
Alice;	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice;	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice;	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice;	ali <n> <D_CA> <n>
Alice;	ali <n> <D_CA> <n> <3s>
Alice;	ali <n> <D_CA> <n> <3p>
"bu	bu <prn> <dem> <3s>
"bu	bu <prn> <dem> <3p>
